id,title,thumbnail_id,listing_type_id,permalink,category_id,domain_id,order_backend,price,sold_quantity,available_quantity,tags,shipping__logistic_type,shipping__mode,shipping__store_pick_up,shipping__free_shipping,shipping__tags,seller__id,seller__nickname,seller__tags,seller__seller_reputation__level_id,seller__seller_reputation__power_seller_status,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__completed,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__total,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,installments__quantity,installments__amount,installments__rate,days_remaining,years_active
MLA924673981,Juego De Cartas The Mind Maldón,819756-MLA44678817155_012021,gold_pro,https://www.mercadolibre.com.ar/juego-de-cartas-the-mind-maldon/p/MLA16192502,MLA1161,MLA-BOARD_GAMES,11,6460.0,500,50,"['3x_campaign', 'brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'mshops_3x_campaign', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'MLA-chg-threshold-Feb-23', 'self_service_in']",29693465,JUEGOSMALDON,"['brand', 'large_seller', 'mshops', 'credits_priority_4', 'credits_profile', 'messages_as_seller']",5_green,platinum,183,8567,0.01,0.0,0.99,8750,60 days,1786,60 days,0.0016,3,60 days,0.0364,64,60 days,0.0,0,3,2153.33,0.0,6833,12
MLA1330682448,Juego De Cartas H.d.p. Hasta Donde Puedas Buró,844211-MLA44676626295_012021,gold_special,https://www.mercadolibre.com.ar/juego-de-cartas-hdp-hasta-donde-puedas-buro/p/MLA6831169,MLA1161,MLA-BOARD_GAMES,12,8050.0,5,1,"['good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",45689688,TECNOPARAVOS,"['normal', 'credits_priority_4', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",5_green,platinum,631,20952,0.0,0.0,1.0,21583,60 days,3716,60 days,0.0031,12,60 days,0.0014,5,60 days,0.0,1,6,1990.36,48.35,7279,12
MLA1120804886,Juego De Mesa Salvando Al Pingüino Clásico El Duende Azul 6216,952471-MLA48793833398_012022,gold_special,https://www.mercadolibre.com.ar/juego-de-mesa-salvando-al-pinguino-clasico-el-duende-azul-6216/p/MLA16058604,MLA1161,MLA-BOARD_GAMES,13,3490.0,500,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_out']",75694306,JUGUETERIA CEBRA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,5829,126835,0.05,0.03,0.92,132664,60 days,22626,60 days,0.0045,109,60 days,0.0138,314,60 days,0.0029,69,6,862.9,48.35,6908,13
MLA1291696622,Muñeca Maribel Disney Encanto 28 Cm 219404,831032-MLA48609914544_122021,gold_special,https://www.mercadolibre.com.ar/muneca-maribel-disney-encanto-28-cm-219404/p/MLA20730786,MLA2968,MLA-DOLLS,14,14990.0,2,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_out', 'mandatory_free_shipping']",75694306,JUGUETERIA CEBRA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,5829,126835,0.05,0.03,0.92,132664,60 days,22626,60 days,0.0045,109,60 days,0.0138,314,60 days,0.0029,69,6,3706.28,48.35,7243,13
MLA1141033650,Juego De Mesa De Maldón - Juego Esquinados - De Velocidad Y Atención,696851-MLA51838363097_102022,gold_pro,https://www.mercadolibre.com.ar/juego-de-mesa-de-maldon-juego-esquinados-de-velocidad-y-atencion/p/MLA19140360,MLA1161,MLA-BOARD_GAMES,15,2050.0,50,1,"['3x_campaign', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],187104263,GIRODIDACTICO TIENDAOFICIAL,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,798,20248,0.03,0.01,0.96,21046,60 days,2653,60 days,0.0039,11,60 days,0.0023,6,60 days,0.0036,10,3,683.33,0.0,7195,7
MLA1319832504,Juego De Cartas Jardinero Maldón,797648-MLA53352787351_012023,gold_pro,https://www.mercadolibre.com.ar/juego-de-cartas-jardinero-maldon/p/MLA21215302,MLA1161,MLA-BOARD_GAMES,16,2050.0,100,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",29693465,JUEGOSMALDON,"['brand', 'large_seller', 'mshops', 'credits_priority_4', 'credits_profile', 'messages_as_seller']",5_green,platinum,183,8567,0.01,0.0,0.99,8750,60 days,1786,60 days,0.0016,3,60 days,0.0364,64,60 days,0.0,0,6,341.67,0.0,7271,12
MLA930979375,Juego De Mesa Doggy Attack Ditoys 2149,827996-MLA44678402733_012021,gold_special,https://www.mercadolibre.com.ar/juego-de-mesa-doggy-attack-ditoys-2149/p/MLA13295273,MLA1161,MLA-BOARD_GAMES,17,2889.0,500,50,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'meli_choice_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",129929099,VIA COLOR,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1546,41929,0.01,0.02,0.97,43475,60 days,7027,60 days,0.0051,38,60 days,0.0015,11,60 days,0.0,1,6,714.31,48.35,6724,10
MLA1190134127,Juego De Mesa Ludo Matic Habano 1001,770242-MLA47664417488_092021,gold_special,https://www.mercadolibre.com.ar/juego-de-mesa-ludo-matic-habano-1001/p/MLA8890896,MLA1161,MLA-BOARD_GAMES,18,1699.0,100,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,['fulfillment'],455130039,PANDA.TOYS,"['normal', 'credits_profile', 'messages_as_seller']",5_green,platinum,557,8586,0.16,0.02,0.82,9143,60 days,2564,60 days,0.0058,16,60 days,0.0703,182,60 days,0.0033,9,6,420.08,48.35,7166,3
MLA1283029736,Cariñito Julieta Habla 530,692907-MLA48317383964_112021,gold_special,https://www.mercadolibre.com.ar/carinito-julieta-habla-530/p/MLA7968529,MLA2968,MLA-DOLLS,19,13286.27,5,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",216385743,DELTOMATEJUGUETERIA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'credits_priority_1', 'messages_as_seller']",5_green,platinum,909,19842,0.03,0.04,0.93,20751,60 days,3738,60 days,0.0038,15,60 days,0.0075,27,60 days,0.0025,10,6,3285.03,48.35,7231,6
MLA924308207,Juego De Cartas Say My Name Buró,748373-MLA46113907338_052021,gold_special,https://www.mercadolibre.com.ar/juego-de-cartas-say-my-name-buro/p/MLA7578150,MLA1161,MLA-BOARD_GAMES,20,6741.0,500,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'MLA-chg-threshold-ago-22', 'self_service_in']",45691061,STORELELABSKYLIGHT,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,3375,62025,0.02,0.02,0.96,65400,60 days,9700,60 days,0.0091,94,60 days,0.0095,91,60 days,0.0089,92,6,1666.71,48.35,6675,18
MLA1278925646,Juego De Mesa Cocodrilo Mordelón 20 Cm,689131-MLA51092499388_082022,gold_special,https://www.mercadolibre.com.ar/juego-de-mesa-cocodrilo-mordelon-20-cm/p/MLA20036655,MLA1161,MLA-BOARD_GAMES,21,2090.0,250,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_out']",75694306,JUGUETERIA CEBRA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,5829,126835,0.05,0.03,0.92,132664,60 days,22626,60 days,0.0045,109,60 days,0.0138,314,60 days,0.0029,69,6,516.75,48.35,7227,13
MLA1286508825,Juego De Mesa Monopoly Clásico Hasbro C1009,852178-MLA44678979171_012021,gold_special,https://www.mercadolibre.com.ar/juego-de-mesa-monopoly-clasico-hasbro-c1009/p/MLA8872770,MLA1161,MLA-BOARD_GAMES,22,8663.0,150,50,"['brand_verified', 'deal_of_the_day', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate']",cross_docking,me2,False,True,['mandatory_free_shipping'],478972008,DEMAVISIONCOMERCIALSRL,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,2866,61177,0.04,0.01,0.95,64043,60 days,9332,60 days,0.0038,38,60 days,0.002,19,60 days,0.0028,28,6,2141.93,48.35,7236,3
MLA1156214087,Muñeca Kiara Y Su Bicicleta Nenas Juguetes Niñas Juegos,716648-MLA47458312918_092021,gold_special,https://www.mercadolibre.com.ar/muneca-kiara-y-su-bicicleta-nenas-juguetes-ninas-juegos/p/MLA19547798,MLA2968,MLA-DOLLS,23,2589.0,50,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_out']",55986122,TOYSMARKET.COM.AR,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,2294,34759,0.1,0.04,0.86,37053,60 days,5161,60 days,0.0085,47,60 days,0.023,118,60 days,0.0091,50,6,640.13,48.35,7116,11
MLA1121758439,Juego De Mesa Monopoly Popular Hasbro 840,708184-MLA44676742923_012021,gold_special,https://www.mercadolibre.com.ar/juego-de-mesa-monopoly-popular-hasbro-840/p/MLA16077021,MLA1161,MLA-BOARD_GAMES,24,5041.0,150,1,"['loyalty_discount_eligible', 'deal_of_the_day', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'meli_choice_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'MLA-chg-threshold-Feb-23']",478972008,DEMAVISIONCOMERCIALSRL,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,2866,61177,0.04,0.01,0.95,64043,60 days,9332,60 days,0.0038,38,60 days,0.002,19,60 days,0.0028,28,6,1246.39,48.35,6920,3
MLA1234829202,Juego De Mesa Monky Loco Ditoys 071,912464-MLA44676626099_012021,gold_special,https://www.mercadolibre.com.ar/juego-de-mesa-monky-loco-ditoys-071/p/MLA6831186,MLA1161,MLA-BOARD_GAMES,25,3749.0,500,100,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'meli_choice_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",129929099,VIA COLOR,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1546,41929,0.01,0.02,0.97,43475,60 days,7027,60 days,0.0051,38,60 days,0.0015,11,60 days,0.0,1,6,926.94,48.35,7197,10
MLA929205278,Juego De Mesa T.e.g. Tradicional Yetem,659090-MLA44676313817_012021,gold_special,https://www.mercadolibre.com.ar/juego-de-mesa-teg-tradicional-yetem/p/MLA6833028,MLA1161,MLA-BOARD_GAMES,26,7495.5,200,1,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",cross_docking,me2,False,False,"['MLA-chg-threshold-Feb-23', 'self_service_in']",214680691,SHARIF_EXPRESS,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1326,40112,0.01,0.01,0.98,41438,60 days,9581,60 days,0.0012,12,60 days,0.0025,23,60 days,0.002,20,6,1853.26,48.35,6711,6
MLA927376876,Juego De Mesa Rummy & Burako Viajero Ruibal 1066,905870-MLA46245141174_062021,gold_special,https://www.mercadolibre.com.ar/juego-de-mesa-rummy-burako-viajero-ruibal-1066/p/MLA8885193,MLA1161,MLA-BOARD_GAMES,27,3250.0,500,50,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'meli_choice_candidate', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],45689688,TECNOPARAVOS,"['normal', 'credits_priority_4', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",5_green,platinum,631,20952,0.0,0.0,1.0,21583,60 days,3716,60 days,0.0031,12,60 days,0.0014,5,60 days,0.0,1,6,803.56,48.35,7162,12
MLA1229162541,Muñeca Lol Surprise Color Change Cambia De Color 7 Sorpresas,690583-MLA48342380153_112021,gold_special,https://www.mercadolibre.com.ar/muneca-lol-surprise-color-change-cambia-de-color-7-sorpresas/p/MLA19748257,MLA2968,MLA-DOLLS,28,7000.0,3,1,"['good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",cross_docking,me2,False,False,['self_service_in'],184777239,CACHAVACHA JUGUETERIAS,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,3126,70624,0.03,0.01,0.96,73750,60 days,8727,60 days,0.0064,60,60 days,0.0067,59,60 days,0.0022,21,6,1730.75,48.35,7193,7
MLA1342772220,Juego De Ajedrez Damas Y Backgammon 34 Cm Tablero De Madera,845003-MLA50020071117_052022,gold_special,https://www.mercadolibre.com.ar/juego-de-ajedrez-damas-y-backgammon-34-cm-tablero-de-madera/p/MLA19709523,MLA412670,MLA-BOARD_GAMES,29,2899.0,5,500,"['good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",xd_drop_off,me2,False,False,['self_service_out'],1089188842,IUPI.SHOPS,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,207,2687,0.04,0.04,0.92,2894,60 days,1385,60 days,0.0034,5,60 days,0.0073,10,60 days,0.0,0,6,716.78,48.35,7288,0
MLA924775340,Juego De Mesa Catan 5-6 Jugadores (expansión) Devir,703712-MLA44700936794_012021,gold_special,https://www.mercadolibre.com.ar/juego-de-mesa-catan-5-6-jugadores-expansion-devir/p/MLA7876256,MLA1161,MLA-BOARD_GAMES,30,12299.9,150,1,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",200611461,PHOTOPRINT_STORE,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,378,6392,0.05,0.03,0.92,6770,60 days,1527,60 days,0.0105,17,60 days,0.0212,32,60 days,0.008,13,6,3041.15,48.35,6677,7
MLA1150500794,Taco Gato Cabra Queso Pizza Juego Mesa Cartas Bureau,671930-MLA48643837050_122021,gold_special,https://www.mercadolibre.com.ar/taco-gato-cabra-queso-pizza-juego-mesa-cartas-bureau/p/MLA19491481,MLA1161,MLA-BOARD_GAMES,31,3141.0,200,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",xd_drop_off,me2,False,False,['self_service_in'],79963725,ELPERROVERDEJUEGOS,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,142,4870,0.0,0.01,0.99,5012,60 days,1528,60 days,0.0,1,60 days,0.0303,43,60 days,0.005,8,6,776.61,48.35,7101,17
MLA1269275233,Muñeca Cry Babies Magic Tears Tutti Frutti - Bebes Llorones,645577-MLA45929430729_052021,gold_special,https://www.mercadolibre.com.ar/muneca-cry-babies-magic-tears-tutti-frutti-bebes-llorones/p/MLA19923489,MLA2968,MLA-DOLLS,32,6990.0,150,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'MLA-chg-threshold-Feb-23']",212452880,JUGUETERIAPIDOGANCHO,"['normal', 'credits_profile', 'messages_as_seller']",5_green,platinum,186,4575,0.01,0.02,0.97,4761,60 days,924,60 days,0.0051,5,60 days,0.0021,2,60 days,0.0061,6,6,1728.28,48.35,7220,6
MLA1115774851,Juego De Mesa Catan Devir,844798-MLA44678402926_012021,gold_special,https://www.mercadolibre.com.ar/juego-de-mesa-catan-devir/p/MLA9013066,MLA1161,MLA-BOARD_GAMES,33,16899.0,250,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",210103509,ENTELEQUIA COMICBOOKSTORE,"['normal', 'eshop', 'medium_seller_advanced', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,1820,33684,0.01,0.01,0.98,35504,60 days,5125,60 days,0.0063,34,60 days,0.0163,80,60 days,0.0098,53,6,4178.28,48.35,6863,6
