id,title,thumbnail_id,listing_type_id,permalink,category_id,domain_id,order_backend,price,sold_quantity,available_quantity,tags,shipping__logistic_type,shipping__mode,shipping__store_pick_up,shipping__free_shipping,shipping__tags,seller__id,seller__nickname,seller__tags,seller__seller_reputation__level_id,seller__seller_reputation__power_seller_status,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__completed,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__total,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,installments__quantity,installments__amount,installments__rate,days_remaining,years_active
MLA1332163418,Peluche Jirafa 40 Cm Tiernas Mascotas El Duende Azul,830810-MLA32528625849_102019,gold_special,https://www.mercadolibre.com.ar/peluche-jirafa-40-cm-tiernas-mascotas-el-duende-azul/p/MLA21449563,MLA1166,MLA-STUFFED_TOYS,6,4930.0,5,1,"['brand_verified', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",75694306,JUGUETERIA CEBRA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,5829,126835,0.05,0.03,0.92,132664,60 days,22626,60 days,0.0045,109,60 days,0.0138,314,60 days,0.0029,69,6,1218.94,48.35,7280,13
MLA898909367,Juego De Paletas Madera + Pelota Ideal Playa Camping Mor,722718-MLA44181377399_112020,gold_special,https://articulo.mercadolibre.com.ar/MLA-898909367-juego-de-paletas-madera-pelota-ideal-playa-camping-mor-_JM,MLA414003,MLA-BEACH_PADDLES,7,1883.7,250,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",cross_docking,me2,False,False,[],263173214,MAQPRO HERRAMIENTAS,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,916,13666,0.02,0.04,0.94,14582,60 days,3917,60 days,0.0083,35,60 days,0.0989,309,60 days,0.0045,19,6,465.74,48.35,6482,4
MLA1282396164,Bloques Para Armar Blocky House 01-0643 90 Piezas  En  Caja,714117-MLA50712169939_072022,gold_pro,https://www.mercadolibre.com.ar/bloques-para-armar-blocky-house-01-0643-90-piezas-en-caja/p/MLA17482379,MLA1157,MLA-TOY_BUILDING_SETS,8,4300.0,3,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_out'],137081041,ELMUNDODELJUG,"['brand', 'large_seller', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,4882,90586,0.09,0.05,0.86,95468,60 days,14822,60 days,0.0039,62,60 days,0.0017,26,60 days,0.0027,43,6,716.67,0.0,7231,9
MLA710742692,Pelota De Metegol X 25 Unidades Mi Cielo Azul Pelotita,914681-MLA32542050534_102019,gold_special,https://articulo.mercadolibre.com.ar/MLA-710742692-pelota-de-metegol-x-25-unidades-mi-cielo-azul-pelotita-_JM,MLA76151,MLA-TOYS_AND_GAMES,9,1180.0,500,50,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],183897268,JUGUETERIA MICIELOAZUL,"['normal', 'credits_priority_4', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,556,10646,0.02,0.02,0.96,11202,60 days,2245,60 days,0.0067,16,60 days,0.0105,23,60 days,0.0055,13,6,291.75,48.35,5483,7
MLA1281452178,Muñeca De Tela Trapo Fresa 50cm El Duende Azul 6455,890612-MLA31607657610_072019,gold_special,https://www.mercadolibre.com.ar/muneca-de-tela-trapo-fresa-50cm-el-duende-azul-6455/p/MLA20019015,MLA2968,MLA-DOLLS,10,5990.0,5,250,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,"['MLA-chg-threshold-Feb-23', 'self_service_in']",75694306,JUGUETERIA CEBRA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,5829,126835,0.05,0.03,0.92,132664,60 days,22626,60 days,0.0045,109,60 days,0.0138,314,60 days,0.0029,69,6,1481.03,48.35,7230,13
MLA1317536500,Pileta Inflable Redonda Intex Easy Set 28120 De 305cm X 76cm 3853l Azul Caja,800796-MLA44925999502_022021,gold_special,https://www.mercadolibre.com.ar/pileta-inflable-redonda-intex-easy-set-28120-de-305cm-x-76cm-3853l-azul-caja/p/MLA15706107,MLA40385,MLA-INFLATABLE_POOLS,11,55990.0,0,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",195887832,SOLOCLICK.,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,231,5357,0.02,0.02,0.96,5588,60 days,757,60 days,0.005,4,60 days,0.0456,34,60 days,0.0,2,6,13843.53,48.35,7271,7
MLA1280144323,Adivina Personaje Princesas Ditoys Quien Disney Casa Valente,764192-MLA44009927333_112020,gold_special,https://www.mercadolibre.com.ar/adivina-personaje-princesas-ditoys-quien-disney-casa-valente/p/MLA20036735,MLA1161,MLA-BOARD_GAMES,12,4599.0,5,1,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",129929099,VIA COLOR,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1546,41929,0.01,0.02,0.97,43475,60 days,7027,60 days,0.0051,38,60 days,0.0015,11,60 days,0.0,1,6,1137.1,48.35,7228,10
MLA1126587930,Pistas Cruzadas Juego Cooperativo Bureau De Juegos Lelab,935932-MLA49302337591_032022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1126587930-pistas-cruzadas-juego-cooperativo-bureau-de-juegos-lelab-_JM,MLA1161,MLA-BOARD_GAMES,13,3591.0,150,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],45691061,STORELELABSKYLIGHT,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,3375,62025,0.02,0.02,0.96,65400,60 days,9700,60 days,0.0091,94,60 days,0.0095,91,60 days,0.0089,92,6,887.87,48.35,6949,18
MLA1276944119,Nueva Lol Surprise Omg Core Neonlicious - Original Wabro,670925-MLA50896005405_072022,gold_special,https://www.mercadolibre.com.ar/nueva-lol-surprise-omg-core-neonlicious-original-wabro/p/MLA19888640,MLA2968,MLA-DOLLS,14,16711.2,25,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'mandatory_free_shipping']",54459737,TOY PIOLA,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,456,9732,0.02,0.0,0.98,10188,60 days,1860,60 days,0.0,1,60 days,0.0026,5,60 days,0.0056,11,6,4131.84,48.35,7224,14
MLA1276236070,Juguete Peluche Boxy Boo Project Poppy Playtime,883419-MLA52793468136_122022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1276236070-juguete-peluche-boxy-boo-project-poppy-playtime-_JM,MLA1166,MLA-STUFFED_TOYS,15,7300.0,200,1,"['catalog_listing_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",xd_drop_off,me2,False,False,"['MLA-chg-threshold-Feb-23', 'self_service_in']",631682489,DRAQUITOS,"['normal', 'credits_profile', 'messages_as_seller']",5_green,platinum,37,673,0.22,0.08,0.7,710,60 days,360,60 days,0.0,2,60 days,0.011,4,60 days,0.0,2,6,1804.93,48.35,7224,2
MLA1179614963,Figuritas Impresas Hd Mundial Qatar 2022 Album Completo!,980181-MLA51733567951_092022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1179614963-figuritas-impresas-hd-mundial-qatar-2022-album-completo-_JM,MLA1965,MLA-COLLECTIBLE_ALBUM_STICKERS,16,6699.0,500,500,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,"['MLA-chg-threshold-Feb-23', 'self_service_in']",418743434,ONEARTARGENTINA,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,2429,44379,0.05,0.03,0.92,46808,60 days,7992,60 days,0.0094,79,60 days,0.0011,9,60 days,0.0073,62,6,1656.33,48.35,7153,3
MLA1140869695,Peluche One Piece Luffy Anime Monkey 20cm Importado,725409-MLA50201428433_062022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1140869695-peluche-one-piece-luffy-anime-monkey-20cm-importado-_JM,MLA1166,MLA-STUFFED_TOYS,17,2400.0,150,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",xd_drop_off,me2,False,False,['self_service_in'],665611598,OLJACK,"['normal', 'credits_profile', 'messages_as_seller']",4_light_green,,533,10473,0.07,0.05,0.88,11006,60 days,2395,60 days,0.0,0,60 days,0.0,0,60 days,0.0,0,6,593.4,48.35,7038,2
MLA1281030048,Pistola Veloz Nuevo Juego De Tiro Al Blanco Original Toyco,776635-MLA52957971250_122022,gold_special,https://www.mercadolibre.com.ar/pistola-veloz-nuevo-juego-de-tiro-al-blanco-original-toyco/p/MLA20036635,MLA1161,MLA-BOARD_GAMES,18,3840.0,2,1,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,['self_service_in'],586283369,TOYCO JUEGOS,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,gold,40,1103,0.0,0.0,1.0,1143,60 days,331,60 days,0.0,0,60 days,0.003,1,60 days,0.0,0,6,949.44,48.35,7229,2
MLA1115112152,Set X5 Muñecos Teen Titans Go Jóvenes Titanes Blister,930181-MLA48468043967_122021,gold_special,https://articulo.mercadolibre.com.ar/MLA-1115112152-set-x5-munecos-teen-titans-go-jovenes-titanes-blister-_JM,MLA455430,MLA-DOLL_AND_ACTION_FIGURE_SETS,19,5990.0,150,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",cross_docking,me2,False,False,"['MLA-chg-threshold-Feb-23', 'self_service_in']",368840428,NV.ONCE,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,636,11477,0.11,0.02,0.87,12113,60 days,1387,60 days,0.0188,28,60 days,0.0347,47,60 days,0.0114,17,6,1481.03,48.35,6858,2
MLA1123695470,Rompecabezas Clementoni Museum Collection Van Gogh  - Notte Stellata Sul Rodano 39344 De 1000 Piezas,875066-MLA46664554788_072021,gold_special,https://www.mercadolibre.com.ar/rompecabezas-clementoni-museum-collection-van-gogh-notte-stellata-sul-rodano-39344-de-1000-piezas/p/MLA13399693,MLA1858,MLA-PUZZLES,20,7590.0,150,50,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,True,False,"['MLA-chg-threshold-Feb-23', 'self_service_out']",128411524,KINDERLAND OFICIAL,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'credits_priority_4', 'messages_as_seller']",5_green,platinum,8309,180509,0.05,0.02,0.93,188818,60 days,30143,60 days,0.0125,397,60 days,0.1286,3638,60 days,0.0024,77,6,1876.63,48.35,6928,10
MLA859327410,Trompo Beyblade Burts Varios Modelos. Caja Individuales. Env,706337-MLA45648678431_042021,gold_special,https://articulo.mercadolibre.com.ar/MLA-859327410-trompo-beyblade-burts-varios-modelos-caja-individuales-env-_JM,MLA455518,MLA-SPINNING_TOPS,21,1890.0,500,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,['self_service_in'],94731213,ALMACENDERAMI,"['normal', 'credits_priority_4', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,509,15783,0.03,0.04,0.93,16292,60 days,1410,60 days,0.0061,9,60 days,0.0157,21,60 days,0.0,0,6,467.3,48.35,6304,16
MLA1181138546,Juegos Para Llevar Bontus Cartas Viaje Juego De Mesa Lelab Juegos Enredados,914132-MLA51930522886_102022,gold_special,https://www.mercadolibre.com.ar/juegos-para-llevar-bontus-cartas-viaje-juego-de-mesa-lelab-juegos-enredados/p/MLA19639982,MLA1161,MLA-BOARD_GAMES,22,735.0,5,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],214680691,SHARIF_EXPRESS,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1326,40112,0.01,0.01,0.98,41438,60 days,9581,60 days,0.0012,12,60 days,0.0025,23,60 days,0.002,20,6,181.73,48.35,7155,6
MLA1321743890,Garras De Wolverine X-men Arma Letal De Plastico Flexible,875213-MLA53541850423_012023,gold_special,https://www.mercadolibre.com.ar/garras-de-wolverine-x-men-arma-letal-de-plastico-flexible/p/MLA21236299,MLA3422,MLA-ACTION_FIGURES,23,2999.0,1,50,"['good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],559982566,EIGHT_WORLDS,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,344,8766,0.03,0.02,0.95,9110,60 days,1616,60 days,0.0058,10,60 days,0.0286,47,60 days,0.0017,3,6,741.5,48.35,7273,2
MLA1349064783,Juego De Mesa Mini Pool ,816509-MLA53353488753_012023,gold_special,https://www.mercadolibre.com.ar/juego-de-mesa-mini-pool/p/MLA21596900,MLA1161,MLA-BOARD_GAMES,24,11999.0,0,1,"['good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",xd_drop_off,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",354122843,QUEPEÑOS,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,232,4684,0.0,0.03,0.97,4916,60 days,965,60 days,0.0029,3,60 days,0.0031,3,60 days,0.0,2,6,2966.75,48.35,7295,4
MLA687995775,Pizarra Corcho 60x80 + Chinches De Regalo Mercado Envio,965051-MLA46910344560_072021,gold_special,https://articulo.mercadolibre.com.ar/MLA-687995775-pizarra-corcho-60x80-chinches-de-regalo-mercado-envio-_JM,MLA352343,MLA-CHALKBOARDS_AND_WHITEBOARDS,25,3416.0,500,50,"['loyalty_discount_eligible', 'brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],195061204,CASAMAYOGROUP SRL,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1655,42483,0.01,0.01,0.98,44138,60 days,8193,60 days,0.0046,40,60 days,0.0002,2,60 days,0.0004,4,6,844.61,48.35,5948,7
MLA747747453,Colchoneta Inflable Gigante Pileta Bestway Cisne Flamenco,801356-MLA49321333904_032022,gold_special,https://articulo.mercadolibre.com.ar/MLA-747747453-colchoneta-inflable-gigante-pileta-bestway-cisne-flamenco-_JM,MLA40387,MLA-POOL_INFLATABLES,26,6698.13,250,200,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'standard_price_by_channel', 'immediate_payment', 'cart_eligible']",cross_docking,me2,False,False,['MLA-chg-threshold-Feb-23'],81195701,PARATUCASASHOP,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,5906,118080,0.01,0.01,0.98,123986,60 days,12090,60 days,0.0078,100,60 days,0.002,24,60 days,0.0025,33,6,1656.11,48.35,5676,13
MLA740572982,Bolsa Pelotas Pelotero X 100-no Se Aplastan-sharif Express,643027-MLA46222060309_052021,gold_special,https://articulo.mercadolibre.com.ar/MLA-740572982-bolsa-pelotas-pelotero-x-100-no-se-aplastan-sharif-express-_JM,MLA417827,MLA-BALL_PIT_BALLS,27,2690.0,500,50,"['loyalty_discount_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],214680691,SHARIF_EXPRESS,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1326,40112,0.01,0.01,0.98,41438,60 days,9581,60 days,0.0012,12,60 days,0.0025,23,60 days,0.002,20,6,665.1,48.35,5634,6
MLA1119864227,Figura De Colección Demon Slayer Tanjiro Kamado Importado,652426-MLA48876550212_012022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1119864227-figura-de-coleccion-demon-slayer-tanjiro-kamado-importado-_JM,MLA3422,MLA-ACTION_FIGURES,28,3900.0,200,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",xd_drop_off,me2,False,False,['self_service_in'],665611598,OLJACK,"['normal', 'credits_profile', 'messages_as_seller']",4_light_green,,533,10473,0.07,0.05,0.88,11006,60 days,2395,60 days,0.0,0,60 days,0.0,0,60 days,0.0,0,6,964.28,48.35,6900,2
MLA863805520,Tipi Indio Carpa India Carpa Infantil Carpa Pijamada Tussor,711332-MLA46132738459_052021,gold_special,https://articulo.mercadolibre.com.ar/MLA-863805520-tipi-indio-carpa-india-carpa-infantil-carpa-pijamada-tussor-_JM,MLA90306,MLA-KIDS_TENTS,29,17900.0,500,1,"['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",drop_off,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",150681738,MEBE2185402,"['normal', 'credits_profile', 'messages_as_seller']",5_green,silver,130,768,0.02,0.02,0.96,898,60 days,124,60 days,0.0,0,60 days,0.0425,4,60 days,0.0,0,6,4425.78,48.35,6334,8
MLA1224442869,Bloques Ladrillos Rasti Super Piezas 70 Piezas Caja,818200-MLA50820579021_072022,gold_special,https://www.mercadolibre.com.ar/bloques-ladrillos-rasti-super-piezas-70-piezas-caja/p/MLA19758097,MLA1157,MLA-TOY_BUILDING_SETS,30,3100.0,5,1,"['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],45689688,TECNOPARAVOS,"['normal', 'credits_priority_4', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",5_green,platinum,631,20952,0.0,0.0,1.0,21583,60 days,3716,60 days,0.0031,12,60 days,0.0014,5,60 days,0.0,1,6,766.48,48.35,7263,12
MLA1288334212,Naipes Españoles Fournier De 40 ,654005-MLA53006590465_122022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1288334212-naipes-espanoles-fournier-de-40-_JM,MLA12036,MLA-PLAYING_CARDS,31,3590.0,50,50,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",drop_off,me2,False,False,[],32665892,AGARATTI,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,silver,5,134,0.0,0.0,1.0,139,60 days,74,60 days,0.0,0,60 days,0.0,0,60 days,0.0,0,6,887.63,48.35,7238,12
MLA758259497,Silly Squeaks Shine Promo 13975,632659-MLA44773032003_022021,gold_special,https://articulo.mercadolibre.com.ar/MLA-758259497-silly-squeaks-shine-promo-13975-_JM,MLA3422,MLA-ACTION_FIGURES,32,1490.0,500,500,"['good_quality_thumbnail', 'incomplete_technical_specs', 'loyalty_discount_eligible', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,True,False,['self_service_out'],128411524,KINDERLAND OFICIAL,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'credits_priority_4', 'messages_as_seller']",5_green,platinum,8309,180509,0.05,0.02,0.93,188818,60 days,30143,60 days,0.0125,397,60 days,0.1286,3638,60 days,0.0024,77,6,368.4,48.35,5739,10
MLA1329368238,Puzzle 1000 Piezas Villanos De Disney Super Largo Tapimovil,724572-MLA49588547193_042022,gold_special,https://www.mercadolibre.com.ar/puzzle-1000-piezas-villanos-de-disney-super-largo-tapimovil/p/MLA19897115,MLA1858,MLA-PUZZLES,33,5291.0,0,1,"['good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],75301914,MINIKIDS,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,3808,56819,0.07,0.03,0.9,60627,60 days,8068,60 days,0.0114,99,60 days,0.0424,312,60 days,0.0085,74,6,1308.2,48.35,7278,18
MLA1117217647,Bunch Balloon Bombucha Globitos Para Agua X 111 Bombitas,682000-MLA48678111767_122021,gold_special,https://articulo.mercadolibre.com.ar/MLA-1117217647-bunch-balloon-bombucha-globitos-para-agua-x-111-bombitas-_JM,MLA90321,MLA-TOY_GUNS,34,1999.0,500,50,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],129283290,COTILLON CYP,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'credits_priority_4', 'messages_as_seller']",5_green,platinum,4482,101666,0.03,0.02,0.95,106148,60 days,15408,60 days,0.0018,30,60 days,0.0054,82,60 days,0.004,65,6,494.25,48.35,6878,10
MLA1332189402,Perro Cachorro Marrón Y Blanco Con Sonido Tiernas Mascotas,650734-MLA43438800633_092020,gold_special,https://www.mercadolibre.com.ar/perro-cachorro-marron-y-blanco-con-sonido-tiernas-mascotas/p/MLA21533430,MLA1166,MLA-STUFFED_TOYS,35,5990.0,3,1,"['brand_verified', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'MLA-chg-threshold-Feb-23', 'self_service_out']",75694306,JUGUETERIA CEBRA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,5829,126835,0.05,0.03,0.92,132664,60 days,22626,60 days,0.0045,109,60 days,0.0138,314,60 days,0.0029,69,6,1481.03,48.35,7280,13
MLA926222481,Auto New Ray American 1:43 cadillac series 62 1959 celeste,980770-MLA48013139430_102021,gold_special,https://articulo.mercadolibre.com.ar/MLA-926222481-auto-new-ray-american-143cadillacseries-621959celeste-_JM,MLA3398,MLA-DIECAST_VEHICLES,36,2990.0,25,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],344507493,WABRO OFICIAL,"['brand', 'large_seller', 'mshops', 'messages_as_seller']",5_green,platinum,421,7633,0.02,0.01,0.97,8054,60 days,1396,60 days,0.0115,17,60 days,0.0669,87,60 days,0.0,2,6,739.28,48.35,6686,4
MLA1113492807,Muñeco Dustin & Dart Funko Pop Stranger Things Personaje,690975-MLA48321260775_112021,gold_special,https://articulo.mercadolibre.com.ar/MLA-1113492807-muneco-dustin-dart-funko-pop-stranger-things-personaje-_JM,MLA3422,MLA-ACTION_FIGURES,37,7999.0,100,1,"['incomplete_technical_specs', 'loyalty_discount_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,"['MLA-chg-threshold-Feb-23', 'self_service_in']",242730278,RUNNY MODA,"['normal', 'credits_active_borrower', 'credits_profile', 'messages_as_seller']",5_green,platinum,316,5337,0.02,0.01,0.97,5653,60 days,947,60 days,0.0079,8,60 days,0.0122,11,60 days,0.0039,4,6,1977.75,48.35,6844,5
MLA1106619794,Dados Íntimos Juegos Para Parejas. Eróticos Sexitive Taboo,897595-MLA53003385530_122022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1106619794-dados-intimos-juegos-para-parejas-eroticos-sexitive-taboo-_JM,MLA454733,MLA-DICE,38,750.0,250,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",64591040,TABOO SHOP,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,950,15839,0.03,0.01,0.96,16789,60 days,2971,60 days,0.0035,11,60 days,0.003,9,60 days,0.0,0,6,185.44,48.35,6794,11
MLA835305137,Aro De Basquet Inflable Para Pileta Bestway + Pelota Y Aros!,731546-MLA47919512633_102021,gold_special,https://articulo.mercadolibre.com.ar/MLA-835305137-aro-de-basquet-inflable-para-pileta-bestway-pelota-y-aros-_JM,MLA40387,MLA-POOL_INFLATABLES,39,3489.99,250,50,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],105539832,METYMAS,"['normal', 'credits_profile', 'messages_as_seller']",5_green,platinum,2188,38942,0.02,0.03,0.95,41130,60 days,6237,60 days,0.0082,55,60 days,0.0079,45,60 days,0.0007,5,6,862.9,48.35,6171,10
MLA1338916664,Peluche Spirit Parado 25 Cm - Orig. Phi Phi Toys,723585-MLA48124460904_112021,gold_special,https://www.mercadolibre.com.ar/peluche-spirit-parado-25-cm-orig-phi-phi-toys/p/MLA21553550,MLA1166,MLA-STUFFED_TOYS,40,5550.0,1,1,"['good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,"['MLA-chg-threshold-Feb-23', 'self_service_in']",69877047,JUGUETERIA_PLOPPY,"['normal', 'credits_priority_4', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,500,9664,0.01,0.01,0.98,10164,60 days,1761,60 days,0.0125,23,60 days,0.0112,19,60 days,0.0054,10,6,1372.24,48.35,7285,13
MLA805376630,"Shark Puppet Yeah Tiburón Goma Flexible ,excelente Calidad ",999265-MLA31668000911_082019,gold_special,https://articulo.mercadolibre.com.ar/MLA-805376630-shark-puppet-yeah-tiburon-goma-flexible-excelente-calidad-_JM,MLA27823,MLA-PUPPETS,41,1650.0,500,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'standard_price_by_channel', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",drop_off,me2,False,False,[],259210053,2M.NECO,"['normal', 'credits_priority_1', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,silver,39,1013,0.0,0.01,0.99,1052,60 days,148,60 days,0.0,0,60 days,0.0,0,60 days,0.0,0,6,407.96,48.35,6000,5
