id,title,thumbnail_id,listing_type_id,permalink,category_id,domain_id,order_backend,price,sold_quantity,available_quantity,tags,variation_filters,shipping__logistic_type,shipping__store_pick_up,shipping__free_shipping,shipping__tags,seller__id,seller__nickname,seller__tags,seller__seller_reputation__level_id,seller__seller_reputation__power_seller_status,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__completed,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__total,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,installments__quantity,installments__amount,installments__rate,days_remaining,years_active
MLA1143742024,Smartwatch Digilink Monitoreo De Sueño Y Pulsaciones Negro,602153-MLA51538019666_092022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1143742024-smartwatch-digilink-monitoreo-de-sueno-y-pulsaciones-negro-_JM,MLA352679,MLA-SMARTWATCHES,1,4799.0,250,100,"['deal_of_the_day', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'standard_price_by_channel', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",['CASE_COLOR'],cross_docking,False,True,['self_service_in'],63561913,ARGENTINA COLOR,"['normal', 'credits_priority_4', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",5_green,platinum,3959,44572,0.08,0.03,0.89,48531,60 days,6991,60 days,0.0134,103,60 days,0.0477,338,60 days,0.0073,56,6,1186.55,48.35,7055,11
MLA1240842973,"Reloj Pulsera Skmei 1389 De Cuerpo Color Plateado, Analógico-digital, Para Hombre, Fondo Negro, Con Correa De Acero Inoxidable Color Plateado, Agujas Color Blanco Y Gris, Dial Negro, Blanco Y Gris, Su",646093-MLA47574132101_092021,gold_special,https://www.mercadolibre.com.ar/reloj-pulsera-skmei-1389-de-cuerpo-color-plateado-analogico-digital-para-hombre-fondo-negro-con-correa-de-acero-inoxidable-color-plateado-agujas-color-blanco-y-gris-dial-negro-blanco-y-gris-subesferas-color-negro-minuterosegundero-blanco-bisel-color-negro-y-plateado-y-desplegable/p/MLA17434522,MLA1442,MLA-WRISTWATCHES,2,7999.0,250,100,"['good_quality_thumbnail', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",,fulfillment,False,False,"['fulfillment', 'MLA-chg-threshold-Feb-23', 'self_service_out']",230147390,MOLTS,"['normal', 'eshop', 'developer', 'credits_profile', 'messages_as_seller']",5_green,platinum,1287,15232,0.01,0.02,0.97,16519,60 days,3488,60 days,0.0042,16,60 days,0.0002,1,60 days,0.0015,6,6,1977.75,48.35,7200,6
MLA1108316534,Colgante Yo Te Cielo,961694-MLA47881890118_102021,gold_special,https://articulo.mercadolibre.com.ar/MLA-1108316534-colgante-yo-te-cielo-_JM,MLA1436,MLA-NECKLACES,3,5990.0,500,50,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",['COLOR'],xd_drop_off,False,False,"['MLA-chg-threshold-Feb-23', 'self_service_out']",701590235,EMENTORSEMENTORS,"['normal', 'credits_profile', 'messages_as_seller']",5_green,platinum,399,4450,0.12,0.03,0.85,4849,60 days,844,60 days,0.0,0,60 days,0.0,0,60 days,0.0,0,6,1481.03,48.35,6804,2
MLA1182473246,"Smartwatch Microwear W26 1.75  Caja De  Aleación De Zinc  Oro Rosa, Malla  Rosa",815732-MLA44916250737_022021,gold_special,https://www.mercadolibre.com.ar/smartwatch-microwear-w26-175-caja-de-aleacion-de-zinc-oro-rosa-malla-rosa/p/MLA16140522,MLA352679,MLA-SMARTWATCHES,4,6610.0,500,500,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",,fulfillment,False,False,['fulfillment'],184583172,SOLAR SRL,"['normal', 'credits_priority_4', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1020,8331,0.08,0.0,0.92,9351,60 days,1935,60 days,0.0031,7,60 days,0.0004,1,60 days,0.0,0,6,1634.32,48.35,7157,7
MLA1318105189,Reloj Skmei Táctico Militar 1346 ,751357-MLA31037529763_062019,gold_special,https://www.mercadolibre.com.ar/reloj-skmei-tactico-militar-1346/p/MLA21264600,MLA1442,MLA-WRISTWATCHES,5,3999.0,50,200,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",,fulfillment,False,False,"['fulfillment', 'self_service_out']",460893229,RADIOSPICASA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,9857,137521,0.09,0.02,0.89,147378,60 days,37109,60 days,0.0077,311,60 days,0.0,0,60 days,0.0,0,6,988.75,48.35,7270,3
MLA878871523,Hermoso Collar Cielo Nubes Cristal + Estuche Regalo,660613-MLA42456174692_072020,gold_special,https://articulo.mercadolibre.com.ar/MLA-878871523-hermoso-collar-cielo-nubes-cristal-estuche-regalo-_JM,MLA1436,MLA-NECKLACES,6,1490.0,500,150,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",['COLOR'],fulfillment,False,False,['fulfillment'],3537671,ICH TIENDA,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,273,4964,0.01,0.02,0.97,5237,60 days,1699,60 days,0.0,1,60 days,0.0023,4,60 days,0.0,0,6,368.4,48.35,6410,16
MLA1346217194,"Xiaomi Mi Smart Band 7 1.62  Caja  Negra, Malla  Negra",740669-MLA50416735265_062022,gold_special,https://www.mercadolibre.com.ar/xiaomi-mi-smart-band-7-162-caja-negra-malla-negra/p/MLA19174175,MLA352679,MLA-SMARTWATCHES,7,18618.13,25,1,"['extended_warranty_eligible', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate']",,cross_docking,False,True,['mandatory_free_shipping'],621229920,MARSTECHSRLMARSTECHSRL,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,435,7600,0.08,0.02,0.9,8035,60 days,2916,60 days,0.0055,17,60 days,0.0255,68,60 days,0.0068,21,6,4603.33,48.35,7292,2
MLA1307084061,"Reloj Pulsera Skmei 1155 De Cuerpo Color Negro, Analógico-digital, Para Hombre, Fondo Negro, Con Correa De Poliuretano Color Negro, Agujas Color Blanco Y Azul, Dial Azul, Subesferas Color Negro, Minut",673496-MLA47617347280_092021,gold_special,https://www.mercadolibre.com.ar/reloj-pulsera-skmei-1155-de-cuerpo-color-negro-analogico-digital-para-hombre-fondo-negro-con-correa-de-poliuretano-color-negro-agujas-color-blanco-y-azul-dial-azul-subesferas-color-negro-minuterosegundero-gris-bisel-color-negro-y-azul-y-hebilla-doble/p/MLA18312899,MLA1442,MLA-WRISTWATCHES,8,4799.0,50,150,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",,fulfillment,False,False,"['fulfillment', 'self_service_out']",460893229,RADIOSPICASA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,9857,137521,0.09,0.02,0.89,147378,60 days,37109,60 days,0.0077,311,60 days,0.0,0,60 days,0.0,0,6,1186.55,48.35,7257,3
MLA783944838,Collar Te Amo 100 Idiomas + Cajita De Regalo,666268-MLA30169670980_042019,gold_special,https://articulo.mercadolibre.com.ar/MLA-783944838-collar-te-amo-100-idiomas-cajita-de-regalo-_JM,MLA1436,MLA-NECKLACES,9,1490.0,5000,50,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",['COLOR'],fulfillment,False,False,['fulfillment'],248161760,MILENIA JOYAS,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,648,7777,0.01,0.01,0.98,8425,60 days,1586,60 days,0.0017,3,60 days,0.0,0,60 days,0.0,0,6,368.4,48.35,5905,5
MLA1240020760,"Reloj Pulsera Skmei 9185 De Cuerpo Color Negro, Analógico, Fondo Negro, Con Correa De Acero Color Negro, Agujas Color Negro Y Blanco, Dial Negro, Subesferas Color Negro, Minutero/segundero Negro Y Bla",693255-MLA47572776234_092021,gold_special,https://www.mercadolibre.com.ar/reloj-pulsera-skmei-9185-de-cuerpo-color-negro-analogico-fondo-negro-con-correa-de-acero-color-negro-agujas-color-negro-y-blanco-dial-negro-subesferas-color-negro-minuterosegundero-negro-y-blanco-bisel-color-negro-y-hebilla-de-gancho/p/MLA17369370,MLA1442,MLA-WRISTWATCHES,10,7799.0,200,1,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",,fulfillment,False,False,"['fulfillment', 'MLA-chg-threshold-Feb-23', 'self_service_in']",269998830,DX ELECTRONICA,"['normal', 'credits_profile', 'messages_as_seller']",5_green,platinum,2298,29412,0.03,0.02,0.95,31710,60 days,3482,60 days,0.0045,17,60 days,0.0185,67,60 days,0.0007,3,6,1928.3,48.35,7200,5
MLA918817346,Collar Corazon Magnetico Distancia  Pareja Amistad + Cajita,845816-MLA50283999896_062022,gold_special,https://articulo.mercadolibre.com.ar/MLA-918817346-collar-corazon-magnetico-distancia-pareja-amistad-cajita-_JM,MLA1436,MLA-NECKLACES,11,1500.0,5,1,"['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",['COLOR'],fulfillment,False,False,['fulfillment'],3537671,ICH TIENDA,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,273,4964,0.01,0.02,0.97,5237,60 days,1699,60 days,0.0,1,60 days,0.0023,4,60 days,0.0,0,6,370.88,48.35,6639,16
MLA903771822,Parlante Y Reloj Despertador Inalámbrico Tedge Color Negro,927410-MLA50692963527_072022,gold_special,https://articulo.mercadolibre.com.ar/MLA-903771822-parlante-y-reloj-despertador-inalambrico-tedge-color-negro-_JM,MLA3949,MLA-ALARM_CLOCKS,12,2199.0,500,500,"['good_quality_picture', 'good_quality_thumbnail', 'deal_of_the_day', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",['COLOR'],fulfillment,False,False,"['fulfillment', 'MLA-chg-threshold-ago-22']",671347056,PL FLA,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",5_green,platinum,3689,64357,0.06,0.02,0.92,68046,60 days,15882,60 days,0.0092,156,60 days,0.0,0,60 days,0.0,0,6,543.7,48.35,6527,2
MLA1302503756,"Reloj Pulsera Skmei 1335 De Cuerpo Color Plateado, Digital, Para Hombre, Fondo Negro, Con Correa De Acero Inoxidable Color Plateado, Dial Negro, Subesferas Color Gris, Minutero/segundero Negro, Bisel ",965580-MLA47515055751_092021,gold_special,https://www.mercadolibre.com.ar/reloj-pulsera-skmei-1335-de-cuerpo-color-plateado-digital-para-hombre-fondo-negro-con-correa-de-acero-inoxidable-color-plateado-dial-negro-subesferas-color-gris-minuterosegundero-negro-bisel-color-negro-luz-turquesa-y-desplegable/p/MLA17475186,MLA1442,MLA-WRISTWATCHES,13,4399.0,100,50,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",,fulfillment,False,False,"['fulfillment', 'MLA-chg-threshold-ago-22', 'self_service_out']",230147390,MOLTS,"['normal', 'eshop', 'developer', 'credits_profile', 'messages_as_seller']",5_green,platinum,1287,15232,0.01,0.02,0.97,16519,60 days,3488,60 days,0.0042,16,60 days,0.0002,1,60 days,0.0015,6,6,1087.65,48.35,7253,6
MLA1146167761,Collar Luna Luminoso + Cajita De Regalo,855023-MLA45786547806_052021,gold_special,https://articulo.mercadolibre.com.ar/MLA-1146167761-collar-luna-luminoso-cajita-de-regalo-_JM,MLA1436,MLA-NECKLACES,14,1550.0,500,50,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",['COLOR'],fulfillment,False,False,['fulfillment'],3537671,ICH TIENDA,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,273,4964,0.01,0.02,0.97,5237,60 days,1699,60 days,0.0,1,60 days,0.0023,4,60 days,0.0,0,6,383.24,48.35,7071,16
MLA1123639963,"Xiaomi Redmi Watch 2 Lite 1.55  Caja  Black, Malla  Black De  Tpu",942099-MLA49011470720_022022,gold_special,https://www.mercadolibre.com.ar/xiaomi-redmi-watch-2-lite-155-caja-black-malla-black-de-tpu/p/MLA18726729,MLA352679,MLA-SMARTWATCHES,15,24999.0,500,50,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'best_seller_candidate']",,cross_docking,False,True,"['self_service_in', 'mandatory_free_shipping']",23742253,MUNDOFIX,"['normal', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",5_green,platinum,3652,57755,0.02,0.02,0.96,61407,60 days,4057,60 days,0.0069,30,60 days,0.0022,9,60 days,0.0025,11,6,6181.0,48.35,6928,13
MLA878945600,Collar Luna Brilla En La Oscuridad + Cajita Ideal Regalo ,927693-MLA50284026995_062022,gold_special,https://articulo.mercadolibre.com.ar/MLA-878945600-collar-luna-brilla-en-la-oscuridad-cajita-ideal-regalo-_JM,MLA1436,MLA-NECKLACES,16,1550.0,500,1,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",['COLOR'],fulfillment,False,False,['fulfillment'],3537671,ICH TIENDA,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,273,4964,0.01,0.02,0.97,5237,60 days,1699,60 days,0.0,1,60 days,0.0023,4,60 days,0.0,0,6,383.24,48.35,6410,16
MLA1338183485,"Reloj Pulsera Skmei 1389 De Cuerpo Color Plateado, Analógico-digital, Para Hombre, Fondo Azul, Con Correa De Acero Inoxidable Color Plateado, Agujas Color Blanco Y Gris, Dial Azul Y Blanco, Subesferas",984626-MLA47574198001_092021,gold_special,https://www.mercadolibre.com.ar/reloj-pulsera-skmei-1389-de-cuerpo-color-plateado-analogico-digital-para-hombre-fondo-azul-con-correa-de-acero-inoxidable-color-plateado-agujas-color-blanco-y-gris-dial-azul-y-blanco-subesferas-color-negro-minuterosegundero-blanco-bisel-color-negro-y-plateado-y-desplegable/p/MLA17434524,MLA1442,MLA-WRISTWATCHES,17,9999.0,25,1,"['good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",,fulfillment,False,True,"['fulfillment', 'self_service_out', 'mandatory_free_shipping']",460893229,RADIOSPICASA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,9857,137521,0.09,0.02,0.89,147378,60 days,37109,60 days,0.0077,311,60 days,0.0,0,60 days,0.0,0,6,2472.25,48.35,7284,3
MLA1135670371,Combo Collar + Pulsera Hombre Acero Quirurgico Eslabon 0.5cm,675624-MLA50234001779_062022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1135670371-combo-collar-pulsera-hombre-acero-quirurgico-eslabon-05cm-_JM,MLA1436,MLA-NECKLACES,18,680.9,500,50,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']","['COLOR', 'Largo Cadena']",fulfillment,False,False,"['fulfillment', 'self_service_in']",195393276,LULA ACCESORIOS,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,2567,44743,0.03,0.04,0.93,47310,60 days,9193,60 days,0.0034,34,60 days,0.0122,110,60 days,0.001,10,6,168.35,48.35,7007,7
MLA1141652603,"Smartwatch Microwear W26 1.75  Caja De  Aleación De Zinc  Negra, Malla  Negra",977487-MLA44916405346_022021,gold_special,https://www.mercadolibre.com.ar/smartwatch-microwear-w26-175-caja-de-aleacion-de-zinc-negra-malla-negra/p/MLA16140521,MLA352679,MLA-SMARTWATCHES,19,6500.0,500,1,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate']",,xd_drop_off,False,False,['MLA-chg-threshold-Feb-23'],762574958,HAIOM S.A.,"['normal', 'credits_profile', 'messages_as_seller']",5_green,platinum,1943,12750,0.18,0.04,0.78,14693,60 days,1771,60 days,0.0092,20,60 days,0.0009,2,60 days,0.0,2,6,1607.12,48.35,7042,1
MLA1307084063,"Reloj Pulsera Skmei 1155 De Cuerpo Color Negro, Analógico-digital, Para Hombre, Fondo Negro, Con Correa De Poliuretano Color Beige, Agujas Color Verde, Naranja Y Blanco, Dial Amarillo Y Blanco, Subesf",665994-MLA53071838404_122022,gold_special,https://www.mercadolibre.com.ar/reloj-pulsera-skmei-1155-de-cuerpo-color-negro-analogico-digital-para-hombre-fondo-negro-con-correa-de-poliuretano-color-beige-agujas-color-verde-naranja-y-blanco-dial-amarillo-y-blanco-subesferas-color-negro-minuterosegundero-blanco-bisel-color-negro-y-hebilla-doble/p/MLA18312894,MLA1442,MLA-WRISTWATCHES,20,4799.0,50,150,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",,fulfillment,False,False,"['fulfillment', 'self_service_out']",460893229,RADIOSPICASA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,9857,137521,0.09,0.02,0.89,147378,60 days,37109,60 days,0.0077,311,60 days,0.0,0,60 days,0.0,0,6,1186.55,48.35,7257,3
MLA809422631,Anillo Acero Quirúrgico,762662-MLA44352661316_122020,gold_special,https://articulo.mercadolibre.com.ar/MLA-809422631-anillo-acero-quirurgico-_JM,MLA1438,MLA-RINGS,21,2190.0,500,250,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']","['COLOR', 'SIZE']",fulfillment,False,False,['fulfillment'],352659289,ADRI.JOYAS,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,894,6076,0.01,0.01,0.98,6970,60 days,1119,60 days,0.01,13,60 days,0.006,7,60 days,0.0,1,6,541.48,48.35,6016,4
MLA1137689789,Malla Pulsera Correa Para Xiaomi Mi Band 5,762424-MLA49978524745_052022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1137689789-malla-pulsera-correa-para-xiaomi-mi-band-5-_JM,MLA434353,MLA-WATCH_BANDS,22,728.19,500,50,"['good_quality_picture', 'good_quality_thumbnail', 'lightning_deal', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",['COLOR'],fulfillment,False,False,['fulfillment'],2843902,LCS IMPORT,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,659,7459,0.03,0.01,0.96,8118,60 days,2334,60 days,0.0059,15,60 days,0.0004,1,60 days,0.0,0,6,180.04,48.35,7018,16
MLA935458109,Aro Kazutora Hanemiya - Tokyo Revengers - Anime,750380-MLA47237985534_082021,gold_special,https://articulo.mercadolibre.com.ar/MLA-935458109-aro-kazutora-hanemiya-tokyo-revengers-anime-_JM,MLA1432,MLA-EARRINGS,23,1200.0,50,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",['COLOR'],xd_drop_off,False,False,[],669240418,KYMEKI,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",1_red,,23,180,0.02,0.03,0.95,203,365 days,180,365 days,0.0197,4,365 days,0.348,63,365 days,0.0394,8,6,296.7,48.35,6751,2
MLA1317286406,Skmei 1334 Reloj Unisex Cronometro Alarma Luz Sumergible ,956744-MLA49160705472_022022,gold_special,https://www.mercadolibre.com.ar/skmei-1334-reloj-unisex-cronometro-alarma-luz-sumergible/p/MLA21252781,MLA1442,MLA-WRISTWATCHES,24,3299.0,100,50,"['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",,fulfillment,False,False,"['fulfillment', 'self_service_out']",460893229,RADIOSPICASA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,9857,137521,0.09,0.02,0.89,147378,60 days,37109,60 days,0.0077,311,60 days,0.0,0,60 days,0.0,0,6,815.68,48.35,7267,3
MLA1345694875,"Smartwatch Microwear Series 6 W26+ Plus 1.75  Caja 40mm  Black, Malla  Black",882026-MLA48592432565_122021,gold_special,https://www.mercadolibre.com.ar/smartwatch-microwear-series-6-w26-plus-175-caja-40mm-black-malla-black/p/MLA18628975,MLA352679,MLA-SMARTWATCHES,25,7126.0,50,250,"['extended_warranty_eligible', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",,xd_drop_off,False,False,['self_service_in'],782221068,UNISTORE ARGENTINA,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1138,10912,0.17,0.05,0.78,12050,60 days,2257,60 days,0.0197,49,60 days,0.036,83,60 days,0.008,20,6,1761.9,48.35,7292,1
MLA838664354,Collar Te Amo 100 Idiomas + Estuche Regalo ,737769-MLA45096966627_032021,gold_special,https://articulo.mercadolibre.com.ar/MLA-838664354-collar-te-amo-100-idiomas-estuche-regalo-_JM,MLA1436,MLA-NECKLACES,26,1350.0,500,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",['COLOR'],fulfillment,False,False,['fulfillment'],3537671,ICH TIENDA,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,273,4964,0.01,0.02,0.97,5237,60 days,1699,60 days,0.0,1,60 days,0.0023,4,60 days,0.0,0,6,333.79,48.35,6193,16
MLA1307619881,"Reloj Pulsera Skmei 1155 De Cuerpo Color Negro, Analógico-digital, Para Hombre, Fondo Negro, Con Correa De Poliuretano Color Negro, Agujas Color Blanco Y Negro, Dial Blanco, Subesferas Color Negro, Mi",869115-MLA47617370347_092021,gold_special,https://www.mercadolibre.com.ar/reloj-pulsera-skmei-1155-de-cuerpo-color-negro-analogico-digital-para-hombre-fondo-negro-con-correa-de-poliuretano-color-negro-agujas-color-blanco-y-negro-dial-blanco-subesferas-color-negro-minuterosegundero-gris-bisel-color-negro-y-hebilla-doble/p/MLA18312901,MLA1442,MLA-WRISTWATCHES,27,4799.0,100,250,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",,fulfillment,False,False,"['fulfillment', 'self_service_out']",460893229,RADIOSPICASA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,9857,137521,0.09,0.02,0.89,147378,60 days,37109,60 days,0.0077,311,60 days,0.0,0,60 days,0.0,0,6,1186.55,48.35,7257,3
MLA908939812,Mosquetones 16mm X 1.000 Unidades Niquel - Punto Bijou,769912-MLA44939548315_022021,gold_special,https://articulo.mercadolibre.com.ar/MLA-908939812-mosquetones-16mm-x-1000-unidades-niquel-punto-bijou-_JM,MLA1440,MLA-JEWELRY,28,14000.0,5,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",,xd_drop_off,False,True,"['self_service_in', 'mandatory_free_shipping']",637269207,PUNTO_BIJOU,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,gold,55,1161,0.0,0.03,0.97,1216,60 days,227,60 days,0.0167,4,60 days,0.0049,1,60 days,0.0,0,6,3461.5,48.35,6580,2
MLA1316649037,"Smartwatch Kieslect Kr 1.32  Caja  Negra, Malla  Negra Y Bisel  Negro",768729-MLA51554378807_092022,gold_special,https://www.mercadolibre.com.ar/smartwatch-kieslect-kr-132-caja-negra-malla-negra-y-bisel-negro/p/MLA19606000,MLA352679,MLA-SMARTWATCHES,29,22999.0,1,1,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",,cross_docking,False,True,"['self_service_in', 'mandatory_free_shipping']",262582139,IVMACO,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,2047,25424,0.02,0.01,0.97,27471,60 days,4187,60 days,0.0072,33,60 days,0.0032,14,60 days,0.0026,12,6,5686.5,48.35,7267,5
MLA1169366064,"Smartwatch Kospet Tank M1 1.72  Caja 43mm De  Metal Y Plástico  Negra, Malla  Dark Night Black De  Silicona",982004-MLA50627971059_072022,gold_pro,https://www.mercadolibre.com.ar/smartwatch-kospet-tank-m1-172-caja-43mm-de-metal-y-plastico-negra-malla-dark-night-black-de-silicona/p/MLA19321227,MLA352679,MLA-SMARTWATCHES,30,24286.16,25,1,"['3x_campaign', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'mshops_3x_campaign', 'immediate_payment', 'best_seller_candidate', 'shipping_guaranteed']",,fulfillment,False,True,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",82049072,LISACARD,"['normal', 'credits_open_market', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,gold,155,1692,0.0,0.02,0.98,1847,60 days,226,60 days,0.0,1,60 days,0.0,0,60 days,0.0,0,3,8095.39,0.0,7140,13
MLA1120176090,Reloj Hombre Skmei 9185 Malla Acero Minimalista Elegante,697689-MLA48891955107_012022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1120176090-reloj-hombre-skmei-9185-malla-acero-minimalista-elegante-_JM,MLA1442,MLA-WRISTWATCHES,31,4999.0,500,500,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'catalog_listing_eligible', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']","['STRAP_COLOR', 'BACKGROUND_COLOR', 'STRAP_COLOR', 'BACKGROUND_COLOR', 'BACKGROUND_COLOR', 'BACKGROUND_COLOR']",fulfillment,False,False,"['fulfillment', 'self_service_out']",460893229,RADIOSPICASA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,9857,137521,0.09,0.02,0.89,147378,60 days,37109,60 days,0.0077,311,60 days,0.0,0,60 days,0.0,0,6,1236.0,48.35,6903,3
