id,title,thumbnail_id,listing_type_id,permalink,category_id,domain_id,order_backend,price,sold_quantity,available_quantity,tags,shipping__logistic_type,shipping__mode,shipping__store_pick_up,shipping__free_shipping,shipping__tags,seller__id,seller__nickname,seller__car_dealer,seller__tags,seller__car_dealer_logo,seller__seller_reputation__level_id,seller__seller_reputation__power_seller_status,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__completed,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__total,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,installments__quantity,installments__amount,installments__rate,days_remaining,years_active
MLA665417955,Adaptador Miniplug Hembra A Plug Stereo Macho Metalico,808060-MLA41877358326_052020,gold_special,https://articulo.mercadolibre.com.ar/MLA-665417955-adaptador-miniplug-hembra-a-plug-stereo-macho-metalico-_JM,MLA4235,MLA-MEMORY_CARD_READERS,18,1739.99,25,1,"['good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],96303131,ROCA_SOUND,False,"['normal', 'credits_priority_4', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",,5_green,platinum,886,13123,0.01,0.02,0.97,14009,60 days,1821,60 days,0.0056,11,60 days,0.0062,11,60 days,0.0015,3,6.0,430.21,48.35,6119,16
MLA745457847,Portaretrato Marco Chato Plastico P/ Foto 13x18 Cm (bha1318),968225-MLA48562561689_122021,gold_special,https://articulo.mercadolibre.com.ar/MLA-745457847-portaretrato-marco-chato-plastico-p-foto-13x18-cm-bha1318-_JM,MLA1634,MLA-PICTURE_FRAMES,19,736.0,100,1,"['loyalty_discount_eligible', 'brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,['self_service_in'],45680248,LATITUD-ZERO,False,"['normal', 'credits_priority_4', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,125,3062,0.01,0.01,0.98,3187,60 days,791,60 days,0.0049,4,60 days,0.0,0,60 days,0.0,2,6.0,181.98,48.35,5662,12
MLA1142256739,Carcasa Impermeable Para Gopro Max 360,776878-MLA50289433681_062022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1142256739-carcasa-impermeable-para-gopro-max-360-_JM,MLA17966,MLA-WATERPROOF_CAMERA_CASES,20,59269.0,5,1,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible']",cross_docking,me2,False,True,['mandatory_free_shipping'],161008662,ELBAZARDIGITAL,False,"['normal', 'eshop', 'developer', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,6253,63904,0.03,0.03,0.94,70157,60 days,14833,60 days,0.0054,87,60 days,0.0202,214,60 days,0.0058,93,6.0,14654.26,48.35,7046,8
MLA1108820736,Filtro Haida Hd4652 Mist Black 1/8 Nano Pro 82 Mm ,837439-MLA46799701333_072021,gold_special,https://articulo.mercadolibre.com.ar/MLA-1108820736-filtro-haida-hd4652-mist-black-18-nano-pro-82-mm-_JM,MLA2893,MLA-LENS_FILTERS,21,48322.0,5,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",274100462,LUXAUREA,False,"['normal', 'credits_priority_4', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,gold,57,1263,0.0,0.0,1.0,1320,60 days,185,60 days,0.0,0,60 days,0.0054,1,60 days,0.0,0,6.0,11947.61,48.35,6809,5
MLA714406683,Soporte Porta Fondo Infinito Alto 2.80mt X 3mt + 3 Pinzas,727347-MLA31576816569_072019,gold_special,https://articulo.mercadolibre.com.ar/MLA-714406683-soporte-porta-fondo-infinito-alto-280mt-x-3mt-3-pinzas-_JM,MLA414212,MLA-PHOTOGRAPHY_BACKDROP_STANDS,22,26499.9,250,1,"['loyalty_discount_eligible', 'brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",89819835,TEKHNOLOGIA,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,628,9891,0.01,0.01,0.98,10519,60 days,1739,60 days,0.0113,21,60 days,0.0066,11,60 days,0.0048,9,6.0,6552.1,48.35,5909,17
MLA874541355,Tripode Profesional Iluminacion Anillos Led Plegable Softbox,945909-MLA47756158878_102021,gold_pro,https://articulo.mercadolibre.com.ar/MLA-874541355-tripode-profesional-iluminacion-anillos-led-plegable-softbox-_JM,MLA62527,MLA-CAMERA_TRIPODS,23,10499.0,25,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'fbm_in_process', 'mandatory_free_shipping']",37133205,SALES COM,False,"['brand', 'large_seller', 'eshop', 'mshops', 'developer', 'credits_profile', 'messages_as_seller']",,5_green,platinum,49371,706813,0.05,0.03,0.92,756184,60 days,113015,60 days,0.0053,644,60 days,0.004,466,60 days,0.004,488,6.0,1749.83,0.0,6385,19
MLA1119743074,Portaretrato Multiple X4 Fotos Tapiz Cuadro Colgante 15x21,999952-MLA48892607077_012022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1119743074-portaretrato-multiple-x4-fotos-tapiz-cuadro-colgante-15x21-_JM,MLA1634,MLA-PICTURE_FRAMES,24,3059.15,250,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_out']",117650892,MISTOL REGALERIA,False,"['normal', 'credits_priority_4', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,1612,23829,0.02,0.02,0.96,25441,60 days,4077,60 days,0.0032,14,60 days,0.0002,1,60 days,0.002,9,6.0,756.37,48.35,6899,10
MLA1240824132,Microscopio Para Niños Infantil 3 Escalas C/ Accesorios New,628156-MLA52418053825_112022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1240824132-microscopio-para-ninos-infantil-3-escalas-c-accesorios-new-_JM,MLA32230,MLA-MICROSCOPES,25,4199.0,25,1,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",95340604,TODOSOBRERUEDAS_ONLINE,False,"['normal', 'credits_priority_3', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,3953,62692,0.05,0.04,0.91,66645,60 days,17925,60 days,0.0065,125,60 days,0.038,674,60 days,0.006,116,6.0,1038.2,48.35,7200,13
MLA747018552,Adaptador De Montaje Rosca 1/4 A Zapata Para Flash Universal,719467-MLA31021583274_062019,gold_special,https://articulo.mercadolibre.com.ar/MLA-747018552-adaptador-de-montaje-rosca-14-a-zapata-para-flash-universal-_JM,MLA431308,MLA-CAMERA_SHOE_MOUNT_ADAPTERS,26,1415.84,100,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,['self_service_in'],97756565,ENKACCESORIOS,False,"['normal', 'credits_priority_4', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,147,3003,0.0,0.01,0.99,3150,60 days,591,60 days,0.0,1,60 days,0.0017,1,60 days,0.0,0,6.0,350.07,48.35,5671,16
MLA802484377,Arnes De Hombro Soporte Gopro Shoulder Correa Ajustable Elas,944318-MLA31525124070_072019,gold_special,https://articulo.mercadolibre.com.ar/MLA-802484377-arnes-de-hombro-soporte-gopro-shoulder-correa-ajustable-elas-_JM,MLA17967,MLA-PHOTOGRAPHY_ACCESSORIES_AND_SPARE_PARTS,27,3490.0,100,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,[],92449995,PRINTQUALITYSRL,False,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,454,9930,0.01,0.01,0.98,10384,60 days,653,60 days,0.0,0,60 days,0.0,0,60 days,0.0,0,6.0,862.9,48.35,5989,16
MLA1125973293,Portarretrato Marco Foto Individual De Pvc 13x18 Cm,871671-MLA49444208729_032022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1125973293-portarretrato-marco-foto-individual-de-pvc-13x18-cm-_JM,MLA1634,MLA-PICTURE_FRAMES,28,324.0,250,200,"['loyalty_discount_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,True,False,['self_service_in'],165962418,PRESTIGIO STORE,False,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",,5_green,platinum,4334,64463,0.02,0.04,0.94,68797,60 days,7020,60 days,0.0178,132,60 days,0.0733,382,60 days,0.0012,9,6.0,80.11,48.35,6945,8
MLA816623083,60 Porta Retratos De Acrílico 15x21 Cm Oferta! Acrilonline,863003-MLA43741890578_102020,gold_special,https://articulo.mercadolibre.com.ar/MLA-816623083-60-porta-retratos-de-acrilico-15x21-cm-oferta-acrilonline-_JM,MLA1634,MLA-PICTURE_FRAMES,29,15600.0,25,500,"['good_quality_picture', 'good_quality_thumbnail', 'standard_price_by_channel', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",8902237,ACRIL ONLINE,False,"['normal', 'credits_active_borrower', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",,5_green,platinum,264,8118,0.0,0.02,0.98,8382,60 days,1017,60 days,0.0028,3,60 days,0.0178,17,60 days,0.0,0,6.0,3857.1,48.35,6056,20
MLA858562389,Funda Silicona Protectora Para Gopro Hero 8 Con Correa,956095-MLA44361488978_122020,gold_special,https://articulo.mercadolibre.com.ar/MLA-858562389-funda-silicona-protectora-para-gopro-hero-8-con-correa-_JM,MLA17967,MLA-PHOTOGRAPHY_ACCESSORIES_AND_SPARE_PARTS,30,999.0,250,150,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],358100132,BSAS_TECNO,False,"['normal', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,2252,33319,0.01,0.01,0.98,35571,60 days,6749,60 days,0.0051,37,60 days,0.0033,21,60 days,0.0032,23,6.0,247.0,48.35,6300,4
MLA616048274,Aro Anillo Inversor Lentes 58mm Cuerpo Canon Eos Macro,699795-MLA32082499519_092019,gold_special,https://articulo.mercadolibre.com.ar/MLA-616048274-aro-anillo-inversor-lentes-58mm-cuerpo-canon-eos-macro-_JM,MLA38270,MLA-LENS_ADAPTER_RINGS,31,2614.24,100,1,"['dragged_bids_and_visits', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,['self_service_in'],97756565,ENKACCESORIOS,False,"['normal', 'credits_priority_4', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,147,3003,0.0,0.01,0.99,3150,60 days,591,60 days,0.0,1,60 days,0.0017,1,60 days,0.0,0,6.0,646.37,48.35,5600,16
MLA910671967,Adaptador Camara Celular Rosca Univ Tripodes / Monopod Tr5,860653-MLA46088436930_052021,gold_pro,https://articulo.mercadolibre.com.ar/MLA-910671967-adaptador-camara-celular-rosca-univ-tripodes-monopod-tr5-_JM,MLA417788,MLA-PHOTOGRAPHY_ACCESSORIES_AND_SPARE_PARTS,32,507.91,25,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,True,False,['self_service_in'],39384567,TODOMICRO,False,"['normal', 'credits_priority_4', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,5957,81868,0.03,0.02,0.95,87825,60 days,10535,60 days,0.0094,107,60 days,0.0252,258,60 days,0.0046,52,6.0,84.65,0.0,6581,15
MLA757707439,3 Bateria Sony Np-fw50 + 1 Cargador Sony Bc-vw1 Nex-7 Alpha,783470-MLA40681792713_022020,gold_special,https://articulo.mercadolibre.com.ar/MLA-757707439-3-bateria-sony-np-fw50-1-cargador-sony-bc-vw1-nex-7-alpha-_JM,MLA5649,MLA-CAMERA_BATTERIES,33,55200.0,5,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",240552793,NEW.SYSTEM,False,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,602,5619,0.05,0.02,0.93,6221,60 days,840,60 days,0.0099,9,60 days,0.0,0,60 days,0.0,0,6.0,13648.2,48.35,5736,6
MLA712392354,Porta Retrato De Alpaca 10x15 -colonial/recto - Calidad ,788229-MLA52392351276_112022,gold_special,https://articulo.mercadolibre.com.ar/MLA-712392354-porta-retrato-de-alpaca-10x15-colonialrecto-calidad-_JM,MLA1634,MLA-PICTURE_FRAMES,34,5600.0,5,1,"['loyalty_discount_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,['MLA-chg-threshold-Feb-23'],140683823,TRISKEL ACCESORIOS,False,"['normal', 'credits_priority_3', 'credits_profile', 'messages_as_seller']",,5_green,silver,31,366,0.0,0.0,1.0,397,60 days,52,60 days,0.0,0,60 days,0.0,0,60 days,0.0,0,6.0,1384.6,48.35,5491,9
MLA1144365470,20 Porta Retrato Acrílico 9x13 Ideal Souvenirs ,665126-MLA53101230485_122022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1144365470-20-porta-retrato-acrilico-9x13-ideal-souvenirs-_JM,MLA1634,MLA-PICTURE_FRAMES,35,2380.0,5,1,"['good_quality_thumbnail', 'standard_price_by_channel', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",cross_docking,me2,False,False,['self_service_in'],209718127,ESDA6891974,False,"['normal', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,154,5108,0.0,0.02,0.98,5262,60 days,909,60 days,0.0,1,60 days,0.0113,10,60 days,0.0,0,6.0,588.46,48.35,7059,6
MLA871043141,Zhiyun-tech Weebill-s Estabilizador Gimbal De Mano,659847-MLA42951681789_072020,gold_special,https://articulo.mercadolibre.com.ar/MLA-871043141-zhiyun-tech-weebill-s-estabilizador-gimbal-de-mano-_JM,MLA412431,MLA-CAMERA_AND_CELLPHONE_STABILIZERS,36,140700.0,150,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",193139089,DIGITAL-ZOOM SRL,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,184,2867,0.01,0.02,0.97,3051,60 days,705,60 days,0.0054,4,60 days,0.0935,57,60 days,0.0,2,6.0,34788.08,48.35,6364,7
MLA923966444,Fondo Infinito Blanco 3 X 6 Mts - Tela C/estructura + Envio,925306-MLA44726707501_012021,gold_special,https://articulo.mercadolibre.com.ar/MLA-923966444-fondo-infinito-blanco-3-x-6-mts-tela-cestructura-envio-_JM,MLA411870,MLA-PHOTOGRAPHY_BACKDROPS,37,19999.0,5,150,"['loyalty_discount_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",drop_off,me2,False,True,"['self_service_out', 'mandatory_free_shipping']",46138418,ZYKE PRODUCCIONES,False,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,409,4015,0.03,0.02,0.95,4424,60 days,711,60 days,0.0105,8,60 days,0.0702,50,60 days,0.0,0,6.0,4944.75,48.35,6672,12
MLA594951888,Flash Estudio Visico 300 W C/ Reflector Receptor Incorporado,653709-MLA31007614397_062019,gold_special,https://articulo.mercadolibre.com.ar/MLA-594951888-flash-estudio-visico-300-w-c-reflector-receptor-incorporado-_JM,MLA96919,MLA-PHOTOGRAPHIC_STUDIO_FLASHES,38,76400.0,500,1,"['brand_verified', 'dragged_bids_and_visits', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",78568848,MEGAFOTO,False,"['normal', 'credits_priority_4', 'eshop', 'mshops', 'medium_seller', 'credits_profile', 'messages_as_seller']",,5_green,platinum,614,13476,0.0,0.0,1.0,14090,60 days,1377,60 days,0.0,2,60 days,0.0007,1,60 days,0.0,1,6.0,18889.9,48.35,5681,18
MLA925836264,Portaretrato Madera Box P/ Foto 13 X 18 Cm (pf-2033.5),996633-MLA46415088162_062021,gold_special,https://articulo.mercadolibre.com.ar/MLA-925836264-portaretrato-madera-box-p-foto-13-x-18-cm-pf-20335-_JM,MLA1634,MLA-PICTURE_FRAMES,39,1820.0,25,1,"['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,['self_service_in'],365367387,LONGITUD KUATRO,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,95,1904,0.01,0.01,0.98,1999,60 days,518,60 days,0.0074,4,60 days,0.0065,3,60 days,0.0055,3,6.0,450.0,48.35,6684,3
MLA732354251,Tornillo Para Gopro Hero 1 2 3 4 5 6 7,876830-MLA50515766872_062022,gold_special,https://articulo.mercadolibre.com.ar/MLA-732354251-tornillo-para-gopro-hero-1-2-3-4-5-6-7-_JM,MLA416791,MLA-SCREWS,40,461.08,50,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,['self_service_in'],310646112,OUTTEC,False,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,gold,124,1677,0.01,0.0,0.99,1801,60 days,241,60 days,0.0148,4,60 days,0.0366,8,60 days,0.0,2,6.0,114.0,48.35,5590,4
MLA716393746,Sigma Adaptador De Montura  Mc-11 De Canon A Sony E,929231-MLA31651239320_082019,gold_special,https://articulo.mercadolibre.com.ar/MLA-716393746-sigma-adaptador-de-montura-mc-11-de-canon-a-sony-e-_JM,MLA38270,MLA-LENS_ADAPTER_RINGS,41,126034.0,100,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'mandatory_free_shipping']",134881656,SIGMAARG,False,"['brand', 'large_seller', 'mshops', 'developer', 'credits_profile', 'messages_as_seller']",,5_green,platinum,211,3231,0.01,0.01,0.98,3442,60 days,742,60 days,0.0076,6,60 days,0.0013,1,60 days,0.0,0,6.0,31161.91,48.35,5514,9
MLA1156563506,Portarretratos Marco Cuadro De Foto Madera Box 15x21cm,916408-MLA51244392023_082022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1156563506-portarretratos-marco-cuadro-de-foto-madera-box-15x21cm-_JM,MLA1634,MLA-PICTURE_FRAMES,42,1600.0,50,1,"['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible']",drop_off,me2,False,False,['self_service_in'],1067363923,QUELO FANTASIA,False,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,153,2786,0.07,0.0,0.93,2939,60 days,1292,60 days,0.0051,7,60 days,0.0128,17,60 days,0.0,1,6.0,395.6,48.35,7117,1
MLA1104360882,Adaptador Zapata Flash Para Tripode Universal Rosca 1/4,781093-MLA47587199139_092021,gold_special,https://articulo.mercadolibre.com.ar/MLA-1104360882-adaptador-zapata-flash-para-tripode-universal-rosca-14-_JM,MLA431308,MLA-CAMERA_SHOE_MOUNT_ADAPTERS,43,1490.0,200,50,"['good_quality_thumbnail', 'loyalty_discount_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],57629671,CODISUR.ARGENTINA,False,"['normal', 'eshop', 'developer', 'credits_profile', 'messages_as_seller']",,5_green,platinum,1695,37829,0.01,0.02,0.97,39524,60 days,5131,60 days,0.0016,9,60 days,0.0024,12,60 days,0.0027,15,6.0,368.4,48.35,6781,17
MLA1119693228,Palo Selfies Celular Selfie Stick + Tripode Bastón Monopod ,942374-MLA48848504045_012022,gold_pro,https://articulo.mercadolibre.com.ar/MLA-1119693228-palo-selfies-celular-selfie-stick-tripode-baston-monopod-_JM,MLA62528,MLA-CAMERA_MONOPODS,44,2829.0,25,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",cross_docking,me2,False,False,[],496960125,QUEPAQUETE,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,2290,35092,0.02,0.01,0.97,37382,60 days,6454,60 days,0.0049,34,60 days,0.0001,1,60 days,0.0004,3,6.0,471.5,0.0,6899,3
MLA913011872,Trípode Celular Camara Gopro Plegable Telescopico 1.92mts,770370-MLA45293795868_032021,gold_special,https://articulo.mercadolibre.com.ar/MLA-913011872-tripode-celular-camara-gopro-plegable-telescopico-192mts-_JM,MLA62527,MLA-CAMERA_TRIPODS,45,3150.0,25,1,"['good_quality_picture', 'good_quality_thumbnail', 'standard_price_by_channel', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],42335066,WESTUNNING,False,"['normal', 'credits_priority_4', 'eshop', 'medium_seller', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,2087,21661,0.04,0.03,0.93,23748,60 days,5670,60 days,0.0142,88,60 days,0.0063,34,60 days,0.0088,55,6.0,778.84,48.35,6598,15
MLA1154506624,Portarretratos Cuadro Con Broches Deco P/foto 10x15 O 13x18,879149-MLA51179690369_082022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1154506624-portarretratos-cuadro-con-broches-deco-pfoto-10x15-o-13x18-_JM,MLA1634,MLA-PICTURE_FRAMES,46,1050.0,250,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",1067363923,QUELO FANTASIA,False,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,153,2786,0.07,0.0,0.93,2939,60 days,1292,60 days,0.0051,7,60 days,0.0128,17,60 days,0.0,1,6.0,259.61,48.35,7112,1
MLA899049155,Tripode Con Cabezal Rotula P/ Smartphone Phottix F-160,743208-MLA44867123285_022021,gold_special,https://articulo.mercadolibre.com.ar/MLA-899049155-tripode-con-cabezal-rotula-p-smartphone-phottix-f-160-_JM,MLA62527,MLA-CAMERA_TRIPODS,47,7487.52,50,50,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['MLA-chg-threshold-Feb-23', 'self_service_out']",209817907,POWER-FOTO,False,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",,5_green,platinum,318,6613,0.0,0.0,1.0,6931,60 days,573,60 days,0.0,2,60 days,0.0,0,60 days,0.0,0,6.0,1851.29,48.35,6483,6
MLA827184750,Telescopio Monocular Prismaticos + Tripode + Clip Celular Cu,956801-MLA32869831144_112019,gold_pro,https://articulo.mercadolibre.com.ar/MLA-827184750-telescopio-monocular-prismaticos-tripode-clip-celular-cu-_JM,MLA412529,MLA-MONOCULARS,48,4600.0,50,500,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'brand_verified', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['MLA-chg-threshold-ago-22'],176541082,IVITOP-,False,"['normal', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",,5_green,platinum,2495,32579,0.04,0.02,0.94,35074,60 days,2378,60 days,0.0175,45,60 days,0.0737,177,60 days,0.0011,3,6.0,766.67,0.0,6115,8
MLA1126407937,Estuche Rígido Dron Dji Mavic Air 2 /  Air 2s,753462-MLA49407466804_032022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1126407937-estuche-rigido-dron-dji-mavic-air-2-air-2s-_JM,MLA413447,MLA-DRONE_BACKPACKS_AND_CASES,49,34600.0,5,1,"['good_quality_picture', 'good_quality_thumbnail', 'standard_price_by_channel', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",drop_off,me2,False,True,['mandatory_free_shipping'],5933029,BUNKER ESTUDIO,False,"['normal', 'credits_priority_2', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,,0,41,0.0,0.0,1.0,41,365 days,41,365 days,0.0,0,365 days,0.0243,1,365 days,0.0,0,6.0,8554.85,48.35,6948,15
MLA1155420684,"Protector De Helice Para Dji Air 2s, Para Dji Mavic Air 2 ",980980-MLA51207449925_082022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1155420684-protector-de-helice-para-dji-air-2s-para-dji-mavic-air-2-_JM,MLA413449,MLA-DRONE_PROPELLER_GUARDS,50,26009.0,2,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",cross_docking,me2,False,True,['mandatory_free_shipping'],161008662,ELBAZARDIGITAL,False,"['normal', 'eshop', 'developer', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,6253,63904,0.03,0.03,0.94,70157,60 days,14833,60 days,0.0054,87,60 days,0.0202,214,60 days,0.0058,93,6.0,6430.73,48.35,7114,8
MLA919606631,Filtro Uv Protector Braun Blueline 62mm Universal,888143-MLA44711315409_012021,gold_special,https://articulo.mercadolibre.com.ar/MLA-919606631-filtro-uv-protector-braun-blueline-62mm-universal-_JM,MLA2893,MLA-LENS_FILTERS,1,6024.0,5,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,"['MLA-chg-threshold-ago-22', 'self_service_in']",670524636,CLASIFICADORURALCOMSACLASIFI,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,299,5058,0.02,0.01,0.97,5357,60 days,1037,60 days,0.0036,4,60 days,0.0,0,60 days,0.0,2,6.0,1489.43,48.35,7110,2
