id,title,thumbnail_id,listing_type_id,permalink,category_id,domain_id,order_backend,price,sold_quantity,available_quantity,tags,shipping__logistic_type,shipping__mode,shipping__store_pick_up,shipping__free_shipping,shipping__tags,seller__id,seller__nickname,seller__tags,seller__seller_reputation__level_id,seller__seller_reputation__power_seller_status,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__completed,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__total,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,installments__quantity,installments__amount,installments__rate,days_remaining,years_active
MLA1150055201,Dermaglos Facial Fps50 Efecto Seco Invisible X 50 Gr,701169-MLA50107987130_052022,gold_special,https://www.mercadolibre.com.ar/dermaglos-facial-fps50-efecto-seco-invisible-x-50-gr/p/MLA19504472,MLA392400,MLA-SUNSCREENS,1,2408.0,500,250,"['good_quality_picture', 'good_quality_thumbnail', 'standard_price_by_channel', 'supermarket_eligible', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_out']",377840555,FARMACIA SELMA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,20114,485655,0.04,0.02,0.94,505769,60 days,85379,60 days,0.002,181,60 days,0.0028,235,60 days,0.0056,498,6,595.38,48.35,7099,4
MLA1281030701,De Preal Gel Fijación Fuerte Pote X 1050g  Sin Alcohol,831954-MLA46860551924_072021,gold_special,https://www.mercadolibre.com.ar/de-preal-gel-fijacion-fuerte-pote-x-1050g-sin-alcohol/p/MLA19971956,MLA388015,MLA-HAIR_FIXATIVES,2,1189.0,25,50,"['good_quality_thumbnail', 'supermarket_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",115098808,LEGRANBOUTIQUE,"['normal', 'credits_priority_4', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,951,24347,0.0,0.01,0.99,25298,60 days,5150,60 days,0.0,2,60 days,0.0001,1,60 days,0.0,0,6,293.98,48.35,7229,10
MLA1105871821,Protector Solar Dermaglós Fps 40 Fps 40 En Emulsión De 380 ml,760969-MLA44740505606_012021,gold_special,https://www.mercadolibre.com.ar/protector-solar-dermaglos-fps40-fps-40-en-emulsion-de-380ml/p/MLA16251925,MLA392400,MLA-SUNSCREENS,3,2973.0,500,250,"['supermarket_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'standard_price_by_channel', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_out']",377840555,FARMACIA SELMA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,20114,485655,0.04,0.02,0.94,505769,60 days,85379,60 days,0.002,181,60 days,0.0028,235,60 days,0.0056,498,6,735.07,48.35,6789,4
MLA886164539,Protector Solar Dermaglós Fps 50 Fps 50 En Emulsión De 250 ml,641809-MLA44740405275_012021,gold_special,https://www.mercadolibre.com.ar/protector-solar-dermaglos-fps50-fps-50-en-emulsion-de-250ml/p/MLA16048315,MLA392400,MLA-SUNSCREENS,4,2115.0,500,500,"['good_quality_thumbnail', 'brand_verified', 'deal_of_the_day', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",cross_docking,me2,True,False,['self_service_in'],327500259,MIFARMAWEB,"['brand', 'large_seller', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,2576,65124,0.03,0.02,0.95,67700,60 days,10353,60 days,0.0045,49,60 days,0.0067,62,60 days,0.0027,29,6,522.93,48.35,6455,4
MLA1159592432,"Bio Oil Tratamiento Para Cicatrices, Estrías, Manchas 125 Ml Tipo De Piel Piel Seca Y Envejecida, Con Estrías, Manchas Y Cicatrices",972963-MLA46837328005_072021,gold_special,https://www.mercadolibre.com.ar/bio-oil-tratamiento-para-cicatrices-estrias-manchas-125-ml-tipo-de-piel-piel-seca-y-envejecida-con-estrias-manchas-y-cicatrices/p/MLA19561135,MLA392452,MLA-FACIAL_SKIN_CARE_PRODUCTS,5,2886.0,50,500,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_out'],114479414,FARMACIALELOIR,"['normal', 'credits_profile', 'messages_as_seller']",5_green,platinum,5109,109485,0.02,0.02,0.96,114594,60 days,17060,60 days,0.012,215,60 days,0.0684,1126,60 days,0.0043,77,6,713.56,48.35,7122,10
MLA862255853,Perfilador Cejas X3 Navaja Quita Vello Facial  Depilador,875450-MLA52011218870_102022,gold_special,https://articulo.mercadolibre.com.ar/MLA-862255853-perfilador-cejas-x3-navaja-quita-vello-facial-depilador-_JM,MLA454717,MLA-EYEBROW_TRIMMERS,6,399.0,5000,500,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],314805333,DD2REGALOS,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,22794,672488,0.05,0.03,0.92,695282,60 days,93700,60 days,0.0049,481,60 days,0.0022,212,60 days,0.0003,37,6,98.65,48.35,6317,4
MLA1106024561, Sérum L'oréal Paris Elvive Nutrición Universal De 100ml,790733-MLA52248718268_112022,gold_special,https://www.mercadolibre.com.ar/serum-loreal-paris-elvive-nutricion-universal-de-100ml/p/MLA17378222,MLA414007,MLA-HAIR_SHAMPOOS_AND_CONDITIONERS,7,1616.3,5000,200,"['good_quality_picture', 'good_quality_thumbnail', 'supermarket_eligible', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,['fulfillment'],608885756,MERCADOLIBRE SUPERMERCADO_AR,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",5_green,platinum,35034,576394,0.04,0.0,0.96,611428,60 days,52506,60 days,0.001,59,60 days,0.0,0,60 days,0.0,0,6,399.63,48.35,6789,2
MLA1254865070,Ricky Sarkany Shine X 100ml,650386-MLA41889242859_052020,gold_special,https://www.mercadolibre.com.ar/ricky-sarkany-shine-x-100ml/p/MLA19720194,MLA1271,MLA-PERFUMES,8,4999.0,25,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",115098808,LEGRANBOUTIQUE,"['normal', 'credits_priority_4', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,951,24347,0.0,0.01,0.99,25298,60 days,5150,60 days,0.0,2,60 days,0.0001,1,60 days,0.0,0,6,1236.0,48.35,7207,10
MLA1151009469,Baño De Crema Elvive L'oréal Hidratación Hialurónico 300 G,927499-MLA47636981552_092021,gold_special,https://www.mercadolibre.com.ar/bano-de-crema-elvive-loreal-hidratacion-hialuronico-300-g/p/MLA19513498,MLA29893,MLA-HAIR_TREATMENTS,9,996.5,500,50,"['good_quality_picture', 'good_quality_thumbnail', 'supermarket_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,['fulfillment'],610743463,FARMACITY_OFICIAL,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",5_green,platinum,11814,237259,0.09,0.01,0.9,249073,60 days,27568,60 days,0.0007,21,60 days,0.0,0,60 days,0.0035,103,6,246.38,48.35,7104,2
MLA1135347686,Máscara De Pestañas Maybelline Lash Sensational Sky High,934694-MLA49736531281_042022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1135347686-mascara-de-pestanas-maybelline-lash-sensational-sky-high-_JM,MLA29901,MLA-MASCARAS,10,5710.0,5000,250,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,['fulfillment'],608885756,MERCADOLIBRE SUPERMERCADO_AR,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",5_green,platinum,35034,576394,0.04,0.0,0.96,611428,60 days,52506,60 days,0.001,59,60 days,0.0,0,60 days,0.0,0,6,1411.8,48.35,7005,2
MLA1144147642,Sérum Ultra Concentrated Serum La Roche-posay Effaclar Noche Para Piel Acneica De 30ml,974325-MLA50098359084_052022,gold_pro,https://www.mercadolibre.com.ar/serum-ultra-concentrated-serum-la-roche-posay-effaclar-noche-para-piel-acneica-de-30ml/p/MLA19123630,MLA392452,MLA-FACIAL_SKIN_CARE_PRODUCTS,11,11850.0,500,50,"['3x_campaign', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'self_service_out', 'mandatory_free_shipping']",449441056,LA ROCHE-POSAY,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",5_green,platinum,1289,38905,0.03,0.01,0.96,40194,60 days,3821,60 days,0.002,8,60 days,0.0041,16,60 days,0.001,4,3,3950.0,0.0,7292,3
MLA1212089465,Nautica Voyage Edt 100 ml Para  Hombre,827652-MLA44749361865_012021,gold_special,https://www.mercadolibre.com.ar/nautica-voyage-edt-100ml-para-hombre/p/MLA8729164,MLA1271,MLA-PERFUMES,12,6790.0,250,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",xd_drop_off,me2,False,False,[],351991216,GLERCOSMETICS,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,gold,42,765,0.0,0.0,1.0,807,60 days,235,60 days,0.0,2,60 days,0.0,0,60 days,0.0,0,6,1678.83,48.35,7220,4
MLA1156209927,Protector Solar Camuflaje Spf 50 Toque Seco Acf By Dadatina,806748-MLA49914210851_052022,gold_special,https://www.mercadolibre.com.ar/protector-solar-camuflaje-spf-50-toque-seco-acf-by-dadatina/p/MLA19509081,MLA392400,MLA-SUNSCREENS,13,4400.0,5,1,"['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",xd_drop_off,me2,False,False,['self_service_in'],707373182,NIPU COSMETICOS,"['normal', 'credits_profile', 'messages_as_seller']",5_green,platinum,279,5319,0.12,0.03,0.85,5598,60 days,977,60 days,0.0068,7,60 days,0.0173,16,60 days,0.0068,7,6,1087.9,48.35,7116,2
MLA1294765425,Pañuelos Descartables Elite Doble Hoja 75 Pañuelos X 1 U,937215-MLA49064939474_022022,gold_special,https://www.mercadolibre.com.ar/panuelos-descartables-elite-doble-hoja-75-panuelos-x-1-u/p/MLA19973564,MLA413224,MLA-FACIAL_TISSUES,14,172.62,150,100,"['good_quality_picture', 'good_quality_thumbnail', 'brand_verified', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_out']",236205447,LEBURÉ,"['normal', 'eshop', 'developer', 'credits_profile', 'messages_as_seller']",5_green,platinum,1223,23557,0.01,0.02,0.97,24780,60 days,3777,60 days,0.001,4,60 days,0.0049,18,60 days,0.0,2,6,42.68,48.35,7246,5
MLA923429876,Pañales Para Adultos Descartables Plenitud Ropa Interior Protect Plus G/xg X 16 u,868459-MLA50208308493_062022,gold_special,https://www.mercadolibre.com.ar/panales-para-adultos-descartables-plenitud-ropa-interior-protect-plus-gxg-x-16u/p/MLA15995458,MLA95334,MLA-ADULT_DIAPERS,15,5570.0,5000,50,"['good_quality_thumbnail', 'loyalty_discount_eligible', 'supermarket_eligible', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",179907718,ECOMODICO,"['normal', 'eshop', 'mshops', 'developer', 'credits_profile', 'messages_as_seller']",5_green,platinum,27314,555429,0.03,0.02,0.95,582743,60 days,71138,60 days,0.0017,126,60 days,0.0012,89,60 days,0.0016,122,6,1377.18,48.35,6669,7
MLA1130862016,Brillo Labial Hidratante Maybelline Lifter Gloss ,996462-MLA49576071419_042022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1130862016-brillo-labial-hidratante-maybelline-lifter-gloss-_JM,MLA29883,MLA-LIPSTICKS,16,3822.0,5000,250,"['catalog_listing_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,['fulfillment'],608885756,MERCADOLIBRE SUPERMERCADO_AR,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",5_green,platinum,35034,576394,0.04,0.0,0.96,611428,60 days,52506,60 days,0.001,59,60 days,0.0,0,60 days,0.0,0,6,944.99,48.35,6977,2
MLA1267125238,Lidherma Hidrosomas Gel Hidratante Acido Hialuronico 320 Grs,731360-MLA31112148663_062019,gold_special,https://www.mercadolibre.com.ar/lidherma-hidrosomas-gel-hidratante-acido-hialuronico-320-grs/p/MLA19924267,MLA392452,MLA-FACIAL_SKIN_CARE_PRODUCTS,17,3658.0,500,50,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_out']",65753850,PIMAX.,"['normal', 'eshop', 'developer', 'credits_priority_4', 'credits_profile', 'messages_as_seller']",5_green,platinum,1186,30976,0.02,0.02,0.96,32162,60 days,8406,60 days,0.0014,13,60 days,0.0098,83,60 days,0.0075,66,6,904.44,48.35,7218,13
MLA1166142348,Perfume Vitamina Night X 100ml - Perfume Original De Mujer,896228-MLA44413186853_122020,gold_special,https://www.mercadolibre.com.ar/perfume-vitamina-night-x-100ml-perfume-original-de-mujer/p/MLA19560592,MLA1271,MLA-PERFUMES,18,6199.0,25,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'moderation_penalty', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",115098808,LEGRANBOUTIQUE,"['normal', 'credits_priority_4', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,951,24347,0.0,0.01,0.99,25298,60 days,5150,60 days,0.0,2,60 days,0.0001,1,60 days,0.0,0,6,1532.7,48.35,7135,10
MLA919402290,Toallitas Femeninas Plenitud Femme Nocturna 20 u,836352-MLU47592662502_092021,gold_special,https://www.mercadolibre.com.ar/toallitas-femeninas-plenitud-femme-nocturna-20u/p/MLA15947799,MLA409090,MLA-PADS,19,3967.0,5000,500,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],179907718,ECOMODICO,"['normal', 'eshop', 'mshops', 'developer', 'credits_profile', 'messages_as_seller']",5_green,platinum,27314,555429,0.03,0.02,0.95,582743,60 days,71138,60 days,0.0017,126,60 days,0.0012,89,60 days,0.0016,122,6,980.84,48.35,6643,7
MLA1300058293,Heburn Profesional Polvo Volátil Translucido 123 Maquillaje,902460-MLA32535828287_102019,gold_special,https://www.mercadolibre.com.ar/heburn-profesional-polvo-volatil-translucido-123-maquillaje/p/MLA20949646,MLA29871,MLA-FOUNDATIONS,20,1417.0,25,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],120408921,ALISSINGTIENDA.COM,"['normal', 'credits_priority_4', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,934,21763,0.02,0.0,0.98,22697,60 days,6017,60 days,0.004,25,60 days,0.0079,47,60 days,0.0044,28,6,350.35,48.35,7252,10
MLA1146047693,Sérum Serum La Roche-posay Hyalu B5 Día/noche Para Piel Sensible De 30ml,759797-MLA50420667115_062022,gold_pro,https://www.mercadolibre.com.ar/serum-serum-la-roche-posay-hyalu-b5-dianoche-para-piel-sensible-de-30ml/p/MLA12754368,MLA392452,MLA-FACIAL_SKIN_CARE_PRODUCTS,21,11950.0,500,150,"['3x_campaign', 'brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'self_service_out', 'mandatory_free_shipping']",449441056,LA ROCHE-POSAY,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",5_green,platinum,1289,38905,0.03,0.01,0.96,40194,60 days,3821,60 days,0.002,8,60 days,0.0041,16,60 days,0.001,4,3,3983.33,0.0,7285,3
MLA1281450850,Toallas Húmedas Q-soft Adultos X40. Hipoalergénicas,646472-MLA50100022528_052022,gold_special,https://www.mercadolibre.com.ar/toallas-humedas-q-soft-adultos-x40-hipoalergenicas/p/MLA19943946,MLA416707,MLA-HYGIENIC_WET_WIPES,22,664.06,500,150,"['good_quality_picture', 'good_quality_thumbnail', 'supermarket_eligible', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,['fulfillment'],8529816,PAÑALERA NUEVOMUNDO,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,2211,72542,0.01,0.0,0.99,74753,60 days,10302,60 days,0.0002,3,60 days,0.0,0,60 days,0.0,0,6,164.19,48.35,7230,20
MLA1319821795,Dkny Be Delicious Edp 100 ml Para  Mujer,891497-MLA46431152860_062021,gold_special,https://www.mercadolibre.com.ar/dkny-be-delicious-edp-100ml-para-mujer/p/MLA6093006,MLA1271,MLA-PERFUMES,23,26500.0,5,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",xd_drop_off,me2,False,True,['mandatory_free_shipping'],53346508,PERFUMESELIXIR,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,silver,12,220,0.0,0.0,1.0,232,60 days,102,60 days,0.0,0,60 days,0.0,0,60 days,0.0,0,6,6552.12,48.35,7271,14
MLA1285391333,Cepillo Plancha Pelo Alisador Secador Electrico Cabello,873552-MLA49576010606_042022,gold_special,https://www.mercadolibre.com.ar/cepillo-plancha-pelo-alisador-secador-electrico-cabello/p/MLA20083342,MLA409559,MLA-ELECTRIC_HAIR_BRUSHES,24,6156.0,250,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'MLA-chg-threshold-Feb-23', 'self_service_in']",787240575,SOMOSTIENDADIGITAL,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,236,2638,0.1,0.06,0.84,2874,60 days,1806,60 days,0.0061,12,60 days,0.0122,23,60 days,0.0,0,6,1522.07,48.35,7245,1
MLA1108820953,Corrector De Ojeras Maybelline Instant Age Rewind - 0.2 Oz,957026-MLA51013044454_082022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1108820953-corrector-de-ojeras-maybelline-instant-age-rewind-02-oz-_JM,MLA29875,MLA-CONCEALERS,25,4214.0,5000,500,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,['fulfillment'],608885756,MERCADOLIBRE SUPERMERCADO_AR,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",5_green,platinum,35034,576394,0.04,0.0,0.96,611428,60 days,52506,60 days,0.001,59,60 days,0.0,0,60 days,0.0,0,6,1041.91,48.35,6809,2
MLA1316631386,Sir Fausto Men´s Culture Pomada Opaca Cabello Barberia 100ml,748367-MLA31356294126_072019,gold_special,https://www.mercadolibre.com.ar/sir-fausto-mens-culture-pomada-opaca-cabello-barberia-100ml/p/MLA19940866,MLA388015,MLA-HAIR_FIXATIVES,26,1990.0,0,500,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate']",cross_docking,me2,False,False,['self_service_in'],722702616,EBARBER-STORE,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1008,25691,0.07,0.01,0.92,26699,60 days,6023,60 days,0.0038,24,60 days,0.002,12,60 days,0.003,19,6,492.03,48.35,7267,1
MLA929611480,Hyaluronan - Crema Facial Antiage - Marca Oficial,893291-MLA49064195278_022022,gold_special,https://articulo.mercadolibre.com.ar/MLA-929611480-hyaluronan-crema-facial-antiage-marca-oficial-_JM,MLA392452,MLA-FACIAL_SKIN_CARE_PRODUCTS,27,8990.0,500,250,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",512622512,IGALFERSRL,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1282,39010,0.04,0.01,0.95,40292,60 days,9193,60 days,0.0023,22,60 days,0.0039,37,60 days,0.0,0,6,2222.78,48.35,6713,3
MLA1231307895,Irrigador Bucal Ducha Dental Water Hf-6 Belfia 5 Niveles De Presion Con 8 Picos 220/110v,738477-MLA52167962125_102022,gold_special,https://www.mercadolibre.com.ar/irrigador-bucal-ducha-dental-water-hf-6-belfia-5-niveles-de-presion-con-8-picos-220110v/p/MLA19791801,MLA409320,MLA-ORAL_IRRIGATORS,28,15991.2,500,1,"['good_quality_picture', 'good_quality_thumbnail', 'standard_price_by_channel', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",80028987,BELFIA STORE,"['normal', 'eshop', 'mshops', 'credits_profile', 'credits_priority_4', 'messages_as_seller']",5_green,platinum,511,14843,0.02,0.01,0.97,15354,60 days,2301,60 days,0.0,2,60 days,0.0008,2,60 days,0.0,1,6,3953.82,48.35,7195,17
MLA1216204866,Alumpak Loción Antitranspirante X 30 Ml,868042-MLA47682771021_092021,gold_special,https://www.mercadolibre.com.ar/alumpak-locion-antitranspirante-x-30-ml/p/MLA19734565,MLA393368,MLA-DEODORANTS,29,3490.0,200,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate']",xd_drop_off,me2,False,False,['self_service_in'],1026248295,ANTIGUAFCIACHARCAS,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,58,1929,0.0,0.02,0.98,1987,60 days,628,60 days,0.0,1,60 days,0.0202,12,60 days,0.0,0,6,862.9,48.35,7183,1
MLA1297544937,Set X 12 Brochas De Maquillaje Aines Beauty  ,647991-MLA51803954011_102022,gold_special,https://www.mercadolibre.com.ar/set-x-12-brochas-de-maquillaje-aines-beauty/p/MLA20949713,MLA389306,MLA-MAKEUP_BRUSHES,30,6486.0,500,100,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'MLA-chg-threshold-Feb-23']",608885756,MERCADOLIBRE SUPERMERCADO_AR,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",5_green,platinum,35034,576394,0.04,0.0,0.96,611428,60 days,52506,60 days,0.001,59,60 days,0.0,0,60 days,0.0,0,6,1603.66,48.35,7249,2
MLA1158563676,Ciel Perfume 80 ml Para Mujer,649288-MLA25859685097_082017,gold_special,https://www.mercadolibre.com.ar/ciel-perfume-80ml-para-mujer/p/MLA19480051,MLA1271,MLA-PERFUMES,31,2428.0,4,1,"['brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",drop_off,me2,False,False,[],494085891,RIMOLDI DISTRIBUIDORA,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,gold,48,1167,0.04,0.03,0.93,1215,60 days,236,60 days,0.0,1,60 days,0.0379,9,60 days,0.0,0,6,600.32,48.35,7120,3
MLA922811124,Variquit 3x2 - Crema Para Varices Y Arañitas - Combo ,723463-MLA49054512416_022022,gold_special,https://articulo.mercadolibre.com.ar/MLA-922811124-variquit-3x2-crema-para-varices-y-aranitas-combo-_JM,MLA392701,MLA-BODY_SKIN_CARE_PRODUCTS,32,17980.0,500,50,"['supermarket_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'self_service_out', 'mandatory_free_shipping']",512622512,IGALFERSRL,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,1282,39010,0.04,0.01,0.95,40292,60 days,9193,60 days,0.0023,22,60 days,0.0039,37,60 days,0.0,0,6,4445.56,48.35,6665,3
MLA1327737478, Alisante Liss Expert Professional Stem Cells Alisador De 250ml,865202-MLA51819331459_102022,gold_special,https://www.mercadolibre.com.ar/alisante-liss-expert-professional-stem-cells-alisador-de-250ml/p/MLA19386201,MLA29893,MLA-HAIR_TREATMENTS,33,3898.0,100,100,"['supermarket_eligible', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",720408071,NATURE COSMETICS,"['normal', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller']",5_green,platinum,519,10335,0.07,0.02,0.91,10854,60 days,1710,60 days,0.0044,8,60 days,0.0091,15,60 days,0.0033,6,6,963.78,48.35,7277,1
MLA1151911122,Crema Mat La Roche-posay Effaclar Día/noche Para Piel Grasa De 40ml/40g,909018-MLA50175128921_062022,gold_special,https://www.mercadolibre.com.ar/crema-mat-la-roche-posay-effaclar-dianoche-para-piel-grasa-de-40ml40g/p/MLA9196384,MLA392452,MLA-FACIAL_SKIN_CARE_PRODUCTS,34,7460.0,50,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'standard_price_by_channel', 'immediate_payment', 'cart_eligible', 'best_seller_candidate', 'shipping_guaranteed']",cross_docking,me2,True,False,"['MLA-chg-threshold-feb-22', 'self_service_in']",377840555,FARMACIA SELMA,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",5_green,platinum,20114,485655,0.04,0.02,0.94,505769,60 days,85379,60 days,0.002,181,60 days,0.0028,235,60 days,0.0056,498,6,1844.48,48.35,7106,4
