id,title,thumbnail_id,listing_type_id,permalink,category_id,domain_id,order_backend,price,sold_quantity,available_quantity,tags,shipping__logistic_type,shipping__mode,shipping__store_pick_up,shipping__free_shipping,shipping__tags,seller__id,seller__nickname,seller__car_dealer,seller__tags,seller__car_dealer_logo,seller__seller_reputation__level_id,seller__seller_reputation__power_seller_status,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__completed,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__total,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,installments__quantity,installments__amount,installments__rate,days_remaining,years_active
MLA875258718,Herramienta Elimina Saca Pines Extractor De Terminales,917143-MLA43273968866_082020,gold_special,https://articulo.mercadolibre.com.ar/MLA-875258718-herramienta-elimina-saca-pines-extractor-de-terminales-_JM,MLA392534,MLA-BEARING_PULLERS,2,5101.5,500,50,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],135668396,CANDY-HO,False,"['normal', 'credits_priority_4', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",,5_green,platinum,1962,46186,0.02,0.01,0.97,48148,60 days,5932,60 days,0.0092,57,60 days,0.0121,70,60 days,0.0011,7,6,1261.35,48.35,6390,9
MLA933508929,Resistencia De 800 W Ideal Máquina De Cortar Botellas Mlb,668521-MLA47035896835_082021,gold_special,https://articulo.mercadolibre.com.ar/MLA-933508929-resistencia-de-800-w-ideal-maquina-de-cortar-botellas-mlb-_JM,MLA30834,MLA-PLASMA_CUTTERS,3,2300.0,200,500,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,[],547940748,SANDRAFABIANATORRES,False,"['normal', 'credits_profile', 'messages_as_seller']",,5_green,platinum,77,2488,0.03,0.0,0.97,2565,60 days,468,60 days,0.0,0,60 days,0.0112,5,60 days,0.0,0,6,568.68,48.35,6738,2
MLA843301354,Punto Punzon De Centrar Y Marcar Automático Ruhlmann Prof,651804-MLA48913890215_012022,gold_special,https://articulo.mercadolibre.com.ar/MLA-843301354-punto-punzon-de-centrar-y-marcar-automatico-ruhlmann-prof-_JM,MLA372002,MLA-LOCK_PICKS,4,2452.56,500,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",226262026,MECANO TOOLS,False,"['normal', 'credits_priority_4', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,1852,55382,0.01,0.0,0.99,57234,60 days,9220,60 days,0.0013,13,60 days,0.0013,13,60 days,0.0003,3,6,606.4,48.35,6222,6
MLA1122842313, Bordeadora Wimer W400 220v,945428-MLA46220386324_052021,gold_special,https://www.mercadolibre.com.ar/bordeadora-wimer-w400-220v/p/MLA16101588,MLA411878,MLA-ELECTRIC_BRUSH_CUTTERS_AND_STRING_TRIMMERS,5,12242.0,5,50,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",365306883,THE ELECTRICHOME,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,2746,49863,0.05,0.03,0.92,52609,60 days,7515,60 days,0.0075,60,60 days,0.0035,26,60 days,0.0017,14,6,3026.83,48.35,6922,4
MLA1324728399,Fresadora Salkor Pro Rr.714/1 1200w 220v,784714-MLA27912852254_082018,gold_special,https://www.mercadolibre.com.ar/fresadora-salkor-pro-rr7141-1200w-220v/p/MLA10347847,MLA371911,MLA-PLUNGE_ROUTERS,6,26890.0,0,1,"['good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",drop_off,me2,False,True,['mandatory_free_shipping'],146228313,FERRETERIA RILUX,False,"['normal', 'credits_priority_3', 'credits_profile', 'messages_as_seller']",,5_green,,0,19,0.0,0.0,1.0,19,365 days,19,365 days,0.0,0,365 days,0.0,0,365 days,0.0,0,6,6648.55,48.35,7275,9
MLA882830755,Repuesto Cuchillas Corte Recto Para Cutter Rotativo X3,771057-MLA43627699389_092020,gold_special,https://articulo.mercadolibre.com.ar/MLA-882830755-repuesto-cuchillas-corte-recto-para-cutter-rotativo-x3-_JM,MLA413474,MLA-SNAP_OFF_UTILITY_KNIVES,7,2675.2,50,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'standard_price_by_channel', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],74807019,LIB HB,False,"['normal', 'credits_priority_1', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,5054,111224,0.07,0.03,0.9,116278,60 days,15230,60 days,0.0046,74,60 days,0.0108,159,60 days,0.0043,69,6,661.44,48.35,6432,11
MLA1309306224,Sierra Caladora Lusqtoff Scl450-7 450w 65mm 4 Posiciones,649402-MLA47949902840_102021,gold_special,https://www.mercadolibre.com.ar/sierra-caladora-lusqtoff-scl450-7-450w-65mm-4-posiciones/p/MLA19744431,MLA443207,MLA-JIG_SAWS,8,12590.0,1,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",xd_drop_off,me2,False,True,"['self_service_out', 'mandatory_free_shipping']",451379892,TODOMAQSRL,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,gold,79,1302,0.02,0.01,0.97,1381,60 days,300,60 days,0.0127,4,60 days,0.0,0,60 days,0.0,0,6,3112.88,48.35,7259,3
MLA692082100,Carretel Para Bordeadora Electrica Petri Automatico Original,976903-MLA31074809869_062019,gold_special,https://articulo.mercadolibre.com.ar/MLA-692082100-carretel-para-bordeadora-electrica-petri-automatico-original-_JM,MLA413607,MLA-STRING_TRIMMER_HEADS,9,1470.0,500,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",60285043,GPELECTROMECANICA,False,"['normal', 'credits_priority_4', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,670,15033,0.0,0.01,0.99,15703,60 days,1658,60 days,0.0017,3,60 days,0.0096,15,60 days,0.0035,6,6,363.46,48.35,5373,14
MLA1135029325,Tornillos Niveladores Ilva Ceramicos Y Porcelanatos X 125,770864-MLA49755215186_042022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1135029325-tornillos-niveladores-ilva-ceramicos-y-porcelanatos-x-125-_JM,MLA401912,MLA-TILE_LEVELER_SPACERS,10,800.0,100,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",xd_drop_off,me2,False,False,['self_service_in'],478246362,DISTRI-MILEROS,False,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,silver,15,588,0.0,0.0,1.0,603,60 days,114,60 days,0.0,1,60 days,0.019,2,60 days,0.0,0,6,197.8,48.35,7003,3
MLA1349469440,Dremel Eje Flexible 225 01 Tripa P Minitorno 3000 4000,953251-MLA52764449033_122022,gold_special,https://www.mercadolibre.com.ar/dremel-eje-flexible-225-01-tripa-p-minitorno-3000-4000/p/MLA20630260,MLA10072,MLA-MICRO_ROTARY_TOOLS,11,9849.0,0,1,"['good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",141745254,FERRETERIA BETA,False,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,gold,52,1395,0.0,0.01,0.99,1447,60 days,245,60 days,0.0,1,60 days,0.0083,2,60 days,0.0,0,6,2435.17,48.35,7296,9
MLA1170700361,Pinza Destapa Caño Pesca Tuercas Con Agarradera Manito 60cm,791583-MLA51601842805_092022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1170700361-pinza-destapa-cano-pesca-tuercas-con-agarradera-manito-60cm-_JM,MLA412520,MLA-TOOL_AND_CONSTRUCTION_SUPPLIES,12,528.5,200,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",73003930,ALIGOATO,False,"['normal', 'credits_priority_4', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,9211,152022,0.09,0.03,0.88,161233,60 days,29001,60 days,0.0088,272,60 days,0.0017,53,60 days,0.0048,148,6,130.67,48.35,7144,18
MLA1258827394,Soldadora De Arco Dowen Pagio 250 Amp 220/380 Volt,635967-MLA49022702176_022022,gold_pro,https://www.mercadolibre.com.ar/soldadora-de-arco-dowen-pagio-250-amp-220380-volt/p/MLA19730244,MLA5231,MLA-WELDING_MACHINES,13,36169.38,5,50,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",drop_off,me2,False,True,['mandatory_free_shipping'],828184120,INOXIDABLEPUNTOCOMSAINOXID,False,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,465,11605,0.01,0.02,0.97,12070,60 days,1015,60 days,0.0,1,60 days,0.004,4,60 days,0.0,0,6,6028.23,0.0,7210,1
MLA684931287,10 Juego Consumible Torcha Plasma Panasonic P T 80,953227-MLA47260237720_082021,gold_special,https://articulo.mercadolibre.com.ar/MLA-684931287-10-juego-consumible-torcha-plasma-panasonic-p-t-80-_JM,MLA416710,MLA-PLASMA_CUTTER_CONSUMABLES_SETS,14,11999.0,200,50,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",133633856,ESPACIO INDUSTRIA,False,"['normal', 'credits_priority_4', 'eshop', 'mshops', 'medium_seller', 'credits_profile', 'messages_as_seller']",,5_green,platinum,2227,39431,0.05,0.02,0.93,41658,60 days,6707,60 days,0.005,36,60 days,0.0056,37,60 days,0.0098,70,6,2966.75,48.35,6074,10
MLA1252047367,Cepillo Electrico Mano Barovo Cepilladora 82mm 710w Manual C,651992-MLA52232439318_112022,gold_special,https://www.mercadolibre.com.ar/cepillo-electrico-mano-barovo-cepilladora-82mm-710w-manual-c/p/MLA19862632,MLA30771,MLA-ELECTRIC_HAND_PLANERS,15,15600.0,4,1,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",drop_off,me2,False,True,['mandatory_free_shipping'],398685567,LATIENDAFERRETERASRL,False,"['normal', 'eshop', 'credits_profile', 'messages_as_seller']",,5_green,platinum,240,5762,0.02,0.01,0.97,6002,60 days,662,60 days,0.013,9,60 days,0.0256,16,60 days,0.0057,4,6,3857.1,48.35,7206,4
MLA924308603,Pinza Sacabocado Profesional Para Perforar Cuero Plástico.,702384-MLA46711625576_072021,gold_special,https://articulo.mercadolibre.com.ar/MLA-924308603-pinza-sacabocado-profesional-para-perforar-cuero-plastico-_JM,MLA412589,MLA-PUNCH_PLIERS,16,2650.0,250,500,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],161901507,IKO SHOP,False,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,9017,144398,0.03,0.03,0.94,153415,60 days,35862,60 days,0.0076,291,60 days,0.0039,142,60 days,0.0,3,6,655.21,48.35,6675,8
MLA1147038720,Termostato Digital Stc-1000 Doble Control Frío Y Calor 220v,830584-MLA50737825731_072022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1147038720-termostato-digital-stc-1000-doble-control-frio-y-calor-220v-_JM,MLA431209,MLA-DIGITAL_TEMPERATURE_CONTROLLERS,17,6408.99,50,50,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",xd_drop_off,me2,False,False,"['MLA-chg-threshold-Feb-23', 'self_service_in']",508009966,LAMELI ELECTRONICA,False,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,576,10691,0.05,0.02,0.93,11267,60 days,986,60 days,0.0113,12,60 days,0.0079,8,60 days,0.0,0,6,1584.62,48.35,7078,3
MLA1277661932,Cepillo Eléctrico Garlopa Thunder Plus 900w 82mm,810102-MLA48986018189_012022,gold_special,https://www.mercadolibre.com.ar/cepillo-electrico-garlopa-thunder-plus-900w-82mm/p/MLA19912438,MLA30771,MLA-ELECTRIC_HAND_PLANERS,18,14249.05,5,1,"['extended_warranty_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",113370972,BIGGER-,False,"['normal', 'credits_priority_4', 'eshop', 'medium_seller_advanced', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,4655,105860,0.02,0.01,0.97,110515,60 days,20470,60 days,0.0001,4,60 days,0.0025,51,60 days,0.0011,25,6,3523.08,48.35,7225,10
MLA1112662267,Llave Ajustable Francesa Stanley 8 Pulgadas 203mm 87-046,611485-MLA48244023606_112021,gold_special,https://articulo.mercadolibre.com.ar/MLA-1112662267-llave-ajustable-francesa-stanley-8-pulgadas-203mm-87-046-_JM,MLA30831,MLA-WRENCHES,19,3290.0,50,1,"['loyalty_discount_eligible', 'poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,False,['self_service_in'],290727424,TIENDA M2,False,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,361,7035,0.01,0.01,0.98,7396,60 days,771,60 days,0.0049,4,60 days,0.0244,18,60 days,0.0073,6,6,813.45,48.35,6837,4
MLA906964454,Hidrolavadora Lusqtoff 105bar 1200w Alta Presion C Autostop,832176-MLA44792506332_022021,gold_special,https://articulo.mercadolibre.com.ar/MLA-906964454-hidrolavadora-lusqtoff-105bar-1200w-alta-presion-c-autostop-_JM,MLA30840,MLA-ELECTRIC_PRESSURE_WASHERS,20,22999.0,250,50,"['standard_price_by_channel', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",265484143,PIDEWEB,False,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,11543,260726,0.04,0.03,0.93,272269,60 days,41551,60 days,0.0091,400,60 days,0.0067,270,60 days,0.0009,41,6,5686.5,48.35,6551,5
MLA1148525502,2 X Sopapa Ventosa Triple Reforzada Vidrio Vidriero Aluminio,671014-MLA52485401594_112022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1148525502-2-x-sopapa-ventosa-triple-reforzada-vidrio-vidriero-aluminio-_JM,MLA430445,MLA-SUCTION_CUP_DENT_PULLERS,21,20500.0,100,1,"['good_quality_thumbnail', 'standard_price_by_channel', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'self_service_out', 'mandatory_free_shipping']",74956801,TIGRE DISCOS,False,"['normal', 'credits_priority_2', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",,5_green,platinum,1122,30062,0.02,0.0,0.98,31184,60 days,3927,60 days,0.0009,4,60 days,0.0002,1,60 days,0.0,2,6,5068.62,48.35,7089,18
MLA786818747,Tapa Arranque Para Desmalezadora Motoguadaña Chinas 33-52 Cc,628106-MLA47296019578_082021,gold_special,https://articulo.mercadolibre.com.ar/MLA-786818747-tapa-arranque-para-desmalezadora-motoguadana-chinas-33-52-cc-_JM,MLA455592,MLA-GARDEN_MACHINE_RECOIL_STARTERS,22,1355.2,500,5000,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],46539072,FERRE PUMA,False,"['normal', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,981,19093,0.02,0.02,0.96,20074,60 days,4425,60 days,0.0047,22,60 days,0.0037,15,60 days,0.0092,43,6,335.07,48.35,5922,12
MLA1154930833,"Soldadura De Estaño 100 Gramos Marca Eximetal 0,7 Milímetros",842039-MLA51196256798_082022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1154930833-soldadura-de-estano-100-gramos-marca-eximetal-07-milimetros-_JM,MLA380652,MLA-SOLDERING_IRONS,23,2750.0,250,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],169949346,MARIMON ELECTRONICA,False,"['normal', 'credits_priority_4', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,1907,48038,0.0,0.02,0.98,49945,60 days,7259,60 days,0.0037,28,60 days,0.0012,9,60 days,0.0014,11,6,679.94,48.35,7113,8
MLA935184223,Hoja Tipo Gancho Repuesto Cutter Trapezoidal Milwaukee X 5u.,880573-MLA47175664698_082021,gold_special,https://articulo.mercadolibre.com.ar/MLA-935184223-hoja-tipo-gancho-repuesto-cutter-trapezoidal-milwaukee-x-5u-_JM,MLA413474,MLA-SNAP_OFF_UTILITY_KNIVES,24,771.76,250,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",drop_off,me2,False,False,[],290821079,JUANPABLOSAIN,False,"['normal', 'credits_profile', 'messages_as_seller']",,5_green,platinum,587,9858,0.03,0.02,0.95,10445,60 days,977,60 days,0.0164,17,60 days,0.0901,65,60 days,0.0144,15,6,190.82,48.35,6749,5
MLA820020157,Estacion De Soldado Aire Caliente Smd Cautin Simil Yihua 968,799732-MLA51905175542_102022,gold_special,https://articulo.mercadolibre.com.ar/MLA-820020157-estacion-de-soldado-aire-caliente-smd-cautin-simil-yihua-968-_JM,MLA380652,MLA-SOLDERING_IRONS,25,25999.0,500,1,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",22998674,SOLUTIONSCASEROS,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,1343,27296,0.01,0.02,0.97,28639,60 days,2651,60 days,0.0021,6,60 days,0.0186,47,60 days,0.0074,21,6,6428.25,48.35,7036,13
MLA1150411596,Set Extrator De Tornillos Rotos Y Dañados X6 Doble P Guiller,793099-MLA51021418465_082022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1150411596-set-extrator-de-tornillos-rotos-y-danados-x6-doble-p-guiller-_JM,MLA416797,MLA-SCREW_EXTRACTORS,26,4500.0,250,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,[],26142695,HIERROS TORRENT,False,"['normal', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,1994,52456,0.01,0.02,0.97,54450,60 days,8807,60 days,0.0024,22,60 days,0.0004,4,60 days,0.0018,17,6,1112.62,48.35,7099,19
MLA1116674460,Kit Juego De Acople Rápido Compresor 1/4 Horse Power 5 Pzs,749115-MLA48632467653_122021,gold_special,https://articulo.mercadolibre.com.ar/MLA-1116674460-kit-juego-de-acople-rapido-compresor-14-horse-power-5-pzs-_JM,MLA431314,MLA-QUICK_COUPLERS,27,1648.99,500,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],113370972,BIGGER-,False,"['normal', 'credits_priority_4', 'eshop', 'medium_seller_advanced', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,4655,105860,0.02,0.01,0.97,110515,60 days,20470,60 days,0.0001,4,60 days,0.0025,51,60 days,0.0011,25,6,407.71,48.35,6872,10
MLA1337931653,Lijadora   De Banda Black+decker Br318  Naranja 50hz 680w 220v,647584-MLA53481907610_012023,gold_pro,https://www.mercadolibre.com.ar/lijadora-de-banda-blackdecker-br318-naranja-50hz-680w-220v/p/MLA15296207,MLA10104,MLA-SANDER_MACHINES,28,27100.0,2,50,"['3x_campaign', 'extended_warranty_eligible', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'mandatory_free_shipping']",608846165,MERCADOLIBRE ELECTRONICA_AR,False,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",,5_green,platinum,47430,759391,0.09,0.02,0.89,806821,60 days,101804,60 days,0.0098,1062,60 days,0.0,0,60 days,0.0,0,3,9033.33,0.0,7292,2
MLA1133498812,Bomba Rotativa Manual Trasvase Aceite Gasoil 200lts Tambores,679153-MLA49738610769_042022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1133498812-bomba-rotativa-manual-trasvase-aceite-gasoil-200lts-tambores-_JM,MLA431292,MLA-MANUAL_OIL_CANS,29,13299.0,50,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",265484143,PIDEWEB,False,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,11543,260726,0.04,0.03,0.93,272269,60 days,41551,60 days,0.0091,400,60 days,0.0067,270,60 days,0.0009,41,6,3288.18,48.35,7071,5
MLA1220565186,Amoladora Angular Fierce Faa601 Negra 600w 11000rpm 220v,697804-MLA49210621224_022022,gold_special,https://www.mercadolibre.com.ar/amoladora-angular-fierce-faa601-negra-600w-11000rpm-220v/p/MLA18953488,MLA5229,MLA-POWER_GRINDERS,30,6999.0,150,1,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",256324891,PI-VENTURES,False,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",,5_green,platinum,6296,107521,0.06,0.07,0.87,113817,60 days,26994,60 days,0.0123,352,60 days,0.0312,617,60 days,0.0085,242,6,1730.5,48.35,7187,5
MLA709580145,Guardacabos De Acero 1/8'' Reforzado Profesional X10,863351-MLA31057577063_062019,gold_special,https://articulo.mercadolibre.com.ar/MLA-709580145-guardacabos-de-acero-18-reforzado-profesional-x10-_JM,MLA429035,MLA-WIRE_ROPE_THIMBLES,31,740.0,150,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],299618944,MARTC TOOLS,False,"['normal', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",,5_green,platinum,728,15744,0.03,0.01,0.96,16472,60 days,2081,60 days,0.0036,8,60 days,0.0615,124,60 days,0.0077,17,6,182.97,48.35,5476,5
MLA1256857241,Minitorno Thunderplus 135w + 40 Accesorios + Maletín,619653-MLA49488953522_032022,gold_special,https://www.mercadolibre.com.ar/minitorno-thunderplus-135w-40-accesorios-maletin/p/MLA19878049,MLA10072,MLA-MICRO_ROTARY_TOOLS,32,9399.0,25,1,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",113370972,BIGGER-,False,"['normal', 'credits_priority_4', 'eshop', 'medium_seller_advanced', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,4655,105860,0.02,0.01,0.97,110515,60 days,20470,60 days,0.0001,4,60 days,0.0025,51,60 days,0.0011,25,6,2323.9,48.35,7209,10
MLA928274859,Espatulas X 3 Con Mango Madera Enduir Pintor El Mejor Precio,664187-MLA46613898209_072021,gold_special,https://articulo.mercadolibre.com.ar/MLA-928274859-espatulas-x-3-con-mango-madera-enduir-pintor-el-mejor-precio-_JM,MLA371991,MLA-STEEL_SCRAPERS,33,554.75,500,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",306884411,JALOMI SHOP,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,11016,180831,0.1,0.04,0.86,191847,60 days,34749,60 days,0.0083,305,60 days,0.0019,70,60 days,0.0045,168,6,137.16,48.35,6702,4
MLA910695771,Controlador Temperatura Humedad Termostato Stc-3028 220v,935454-MLA46808962964_072021,gold_special,https://articulo.mercadolibre.com.ar/MLA-910695771-controlador-temperatura-humedad-termostato-stc-3028-220v-_JM,MLA431209,MLA-DIGITAL_TEMPERATURE_CONTROLLERS,34,14990.0,100,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",drop_off,me2,False,True,['mandatory_free_shipping'],74228560,TECNOLIVEUSA,False,"['normal', 'credits_priority_4', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",,5_green,platinum,4135,69521,0.03,0.02,0.95,73656,60 days,11353,60 days,0.0111,133,60 days,0.0728,824,60 days,0.0009,11,6,3706.28,48.35,6581,13
MLA1112370550,Minitorno Dremel 4000-1/26 175w 220v,774136-MLA40848271692_022020,gold_special,https://www.mercadolibre.com.ar/minitorno-dremel-4000-126-175w-220v/p/MLA15065253,MLA10072,MLA-MICRO_ROTARY_TOOLS,35,32385.0,5,1,"['good_quality_thumbnail', 'extended_warranty_eligible', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",139393691,FC.INSUMOS_Y_SERVICIOS,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,586,10724,0.03,0.01,0.96,11310,60 days,1209,60 days,0.0047,6,60 days,0.0024,3,60 days,0.0047,6,6,8007.19,48.35,6836,9
MLA1307619435,Pinza Alicate Pelacables Multiple Ajustable Profesional Blac,672918-MLA53242337157_012023,gold_special,https://articulo.mercadolibre.com.ar/MLA-1307619435-pinza-alicate-pelacables-multiple-ajustable-profesional-blac-_JM,MLA412577,MLA-WIRE_STRIPPERS,36,3119.99,50,250,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",cross_docking,me2,False,False,['self_service_in'],30347176,WALRUS_FERRETERIA_ONLINE,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,1791,26529,0.07,0.03,0.9,28320,60 days,6385,60 days,0.0076,52,60 days,0.0357,213,60 days,0.0162,111,6,771.42,48.35,7257,12
