id,title,thumbnail_id,listing_type_id,permalink,category_id,domain_id,order_backend,price,sold_quantity,available_quantity,tags,shipping__logistic_type,shipping__mode,shipping__store_pick_up,shipping__free_shipping,shipping__tags,seller__id,seller__nickname,seller__car_dealer,seller__tags,seller__car_dealer_logo,seller__seller_reputation__level_id,seller__seller_reputation__power_seller_status,seller__seller_reputation__transactions__canceled,seller__seller_reputation__transactions__completed,seller__seller_reputation__transactions__ratings__negative,seller__seller_reputation__transactions__ratings__neutral,seller__seller_reputation__transactions__ratings__positive,seller__seller_reputation__transactions__total,seller__seller_reputation__metrics__sales__period,seller__seller_reputation__metrics__sales__completed,seller__seller_reputation__metrics__claims__period,seller__seller_reputation__metrics__claims__rate,seller__seller_reputation__metrics__claims__value,seller__seller_reputation__metrics__delayed_handling_time__period,seller__seller_reputation__metrics__delayed_handling_time__rate,seller__seller_reputation__metrics__delayed_handling_time__value,seller__seller_reputation__metrics__cancellations__period,seller__seller_reputation__metrics__cancellations__rate,seller__seller_reputation__metrics__cancellations__value,installments__quantity,installments__amount,installments__rate,days_remaining,years_active
MLA828612489,Termofusora Tawak 800 W + 6 Boquillas + Maletin Agua Gas Sf,816491-MLA33084776463_122019,gold_special,https://articulo.mercadolibre.com.ar/MLA-828612489-termofusora-tawak-800-w-6-boquillas-maletin-agua-gas-sf-_JM,MLA322824,MLA-POLYFUSION_DEVICES,41,7499.0,5000,200,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'MLA-chg-threshold-Feb-23', 'self_service_in']",381905650,SF ONLINESRL,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,2007,53636,0.02,0.02,0.96,55643,60 days,7102,60 days,0.004,30,60 days,0.0025,18,60 days,0.001,8,6,1854.13,48.35,6416,3
MLA853659926,Pestañadora Excentrica Con Embrague Escariador Y Cortadora,866329-MLA41696407258_052020,gold_special,https://articulo.mercadolibre.com.ar/MLA-853659926-pestanadora-excentrica-con-embrague-escariador-y-cortadora-_JM,MLA372028,MLA-COMBINED_TOOL_SETS,42,19990.0,200,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'self_service_out', 'mandatory_free_shipping']",305126657,NOR-REPUESTOS,False,"['normal', 'eshop', 'credits_profile', 'messages_as_seller']",,5_green,platinum,281,3411,0.02,0.01,0.97,3692,60 days,949,60 days,0.0039,4,60 days,0.0,0,60 days,0.0,0,6,4942.53,48.35,6278,4
MLA1121736076,Taladro Eléctrico De 10mm Argentec At 400 Ci 400w 220v 50hz,763489-MLA43169388702_082020,gold_special,https://www.mercadolibre.com.ar/taladro-electrico-de-10mm-argentec-at-400-ci-400w-220v-50hz/p/MLA9146315,MLA5232,MLA-ELECTRIC_DRILLS,43,15288.91,5,1,"['loyalty_discount_eligible', 'brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",188898377,DISTRIBUIDORACOMERCIALSOLFERSA,False,"['normal', 'eshop', 'developer', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,260,4089,0.03,0.01,0.96,4349,60 days,546,60 days,0.0088,5,60 days,0.0095,5,60 days,0.0,2,6,3780.18,48.35,6915,7
MLA919140600,Curvadora Roladora Hierros Y Planchuelas Profesional Faber,845894-MLA45873283634_052021,gold_special,https://articulo.mercadolibre.com.ar/MLA-919140600-curvadora-roladora-hierros-y-planchuelas-profesional-faber-_JM,MLA372032,MLA-TOOL_AND_CONSTRUCTION_SUPPLIES,44,14900.0,500,1,"['good_quality_picture', 'good_quality_thumbnail', 'standard_price_by_channel', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'mandatory_free_shipping']",302966530,FABERTOOL,False,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,gold,40,1250,0.01,0.03,0.96,1290,60 days,169,60 days,0.0,0,60 days,0.0,0,60 days,0.0,0,6,3684.03,48.35,6641,5
MLA896369290,Miniamoladora Angular Bosch Professional Gws 850 Azul 850 w 220 v + Accesorio,652973-MLA53056734600_122022,gold_special,https://www.mercadolibre.com.ar/miniamoladora-angular-bosch-professional-gws-850-azul-850w-220v-accesorio/p/MLA18621811,MLA5229,MLA-POWER_GRINDERS,45,20506.0,500,150,"['brand_verified', 'closed_by_contingency', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",83417473,PINTURERIASMM,False,"['brand', 'large_seller', 'eshop', 'mshops', 'developer', 'credits_profile', 'messages_as_seller']",,5_green,platinum,19683,301617,0.03,0.02,0.95,321300,60 days,51875,60 days,0.0076,425,60 days,0.0517,1689,60 days,0.0034,193,6,5070.11,48.35,6977,13
MLA1214613212,Nivel Laser Autonivelante Luz Verde 45mtrs 360grados+estuche,877117-MLA53073053388_122022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1214613212-nivel-laser-autonivelante-luz-verde-45mtrs-360gradosestuche-_JM,MLA372006,MLA-LASER_LEVELS,46,29990.0,100,1,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",565806598,MYSHOP ARG,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,479,9129,0.02,0.02,0.96,9608,60 days,3036,60 days,0.0034,11,60 days,0.0318,98,60 days,0.0009,3,6,7415.03,48.35,7181,2
MLA1275271782,Set Juego Maletín De Herramientas 130 Piezas + Accesorios,820509-MLA52756466501_122022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1275271782-set-juego-maletin-de-herramientas-130-piezas-accesorios-_JM,MLA372028,MLA-COMBINED_TOOL_SETS,47,39804.2,50,1,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'mandatory_free_shipping']",537103711,TERRA HERRAMIENTAS,False,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,157,3592,0.06,0.01,0.93,3749,60 days,1962,60 days,0.0014,3,60 days,0.0059,12,60 days,0.0,0,6,9841.59,48.35,7222,2
MLA1124793990,Taladro Percutor Inalámbrico De 13mm Einhell Te-cd 18/48 Li-i Solo 200v - 250v 50hz/60hz,849298-MLA45712118453_042021,gold_special,https://www.mercadolibre.com.ar/taladro-percutor-inalambrico-de-13mm-einhell-te-cd-1848-li-i-solo-200v-250v-50hz60hz/p/MLA16608557,MLA5232,MLA-ELECTRIC_DRILLS,48,27712.0,50,1,"['good_quality_picture', 'good_quality_thumbnail', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",xd_drop_off,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",97308339,FERRETERIA ELINDIO,False,"['normal', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,469,7228,0.06,0.02,0.92,7697,60 days,1204,60 days,0.0155,20,60 days,0.0224,26,60 days,0.0147,19,6,6851.79,48.35,6936,16
MLA1113523498,Sierra Circular Eléctrica Skil 5200 184mm 1200w Negra Y Roja 50hz/60hz 220v,926314-MLA41490823863_042020,gold_special,https://www.mercadolibre.com.ar/sierra-circular-electrica-skil-5200-184mm-1200w-negra-y-roja-50hz60hz-220v/p/MLA15051059,MLA5230,MLA-ELECTRIC_CIRCULAR_SAWS,49,20211.0,250,1,"['good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'extended_warranty_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",260997155,LUXONO,False,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,3120,65003,0.0,0.01,0.99,68123,60 days,12133,60 days,0.008,103,60 days,0.006,72,60 days,0.0052,67,6,4997.17,48.35,6844,5
MLA810662111,Brazo Pinza Mano Metálica Objetos 90 Cm Largo,919033-MLA53708373991_022023,gold_special,https://articulo.mercadolibre.com.ar/MLA-810662111-brazo-pinza-mano-metalica-objetos-90-cm-largo-_JM,MLA412520,MLA-TOOL_AND_CONSTRUCTION_SUPPLIES,50,1776.5,500,1,"['standard_price_by_channel', 'brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible']",cross_docking,me2,False,False,['self_service_in'],23687896,CANTARES-PRODUCTOS,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'credits_active_borrower', 'messages_as_seller']",,5_green,platinum,508,9060,0.05,0.03,0.92,9568,60 days,1759,60 days,0.0053,10,60 days,0.0068,12,60 days,0.0032,6,6,439.24,48.35,6020,13
MLA915023106,Pulverizador A Presión Giber H- 1.5lts - Fumigador,829211-MLA45478908386_042021,gold_special,https://articulo.mercadolibre.com.ar/MLA-915023106-pulverizador-a-presion-giber-h-15lts-fumigador-_JM,MLA411887,MLA-GARDEN_SPRAYERS,1,3486.0,500,1,"['loyalty_discount_eligible', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_in']",206190867,MATE-HERRAMIENTAS,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,1499,27985,0.02,0.02,0.96,29484,60 days,4412,60 days,0.0047,22,60 days,0.0038,16,60 days,0.0049,23,6,861.91,48.35,7249,7
MLA1339471408,Set Juego Kit Herramientas Manuales 45 Pzas Maletín Salkor,721249-MLA53804183694_022023,gold_special,https://articulo.mercadolibre.com.ar/MLA-1339471408-set-juego-kit-herramientas-manuales-45-pzas-maletin-salkor-_JM,MLA372028,MLA-COMBINED_TOOL_SETS,2,11299.0,25,1,"['good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",712921472,SPARCO_TIENDAOFICIAL,False,"['brand', 'large_seller', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,539,8510,0.08,0.01,0.91,9049,60 days,2462,60 days,0.0019,5,60 days,0.0015,4,60 days,0.0026,7,6,2793.68,48.35,7286,2
MLA1147102299,Taladro Percutor Eléctrico De 13mm Salkor Tph1300 600w 220v 50hz,780883-MLA43405771975_092020,gold_pro,https://www.mercadolibre.com.ar/taladro-percutor-electrico-de-13mm-salkor-tph1300-600w-220v-50hz/p/MLA16033175,MLA5232,MLA-ELECTRIC_DRILLS,3,11732.0,5,50,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",xd_drop_off,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",1031511011,FYA STORE,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,256,4078,0.04,0.01,0.95,4334,60 days,2165,60 days,0.007,16,60 days,0.0105,22,60 days,0.0021,5,6,1955.33,0.0,7078,1
MLA1124710729,Minitorno Gamma G19501ac 130w 220v,843737-MLA40760593843_022020,gold_special,https://www.mercadolibre.com.ar/minitorno-gamma-g19501ac-130w-220v/p/MLA14759351,MLA10072,MLA-MICRO_ROTARY_TOOLS,4,12482.0,250,1,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",80483997,LVMAQUINAS.ARG,False,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,477,6841,0.06,0.03,0.91,7318,60 days,1474,60 days,0.0089,14,60 days,0.0448,61,60 days,0.0083,13,6,3086.17,48.35,6936,13
MLA897183476,Set Juego Destornilladores Celulares Torx Precision Ss-6028b,671002-MLA47408932576_092021,gold_special,https://articulo.mercadolibre.com.ar/MLA-897183476-set-juego-destornilladores-celulares-torx-precision-ss-6028b-_JM,MLA372030,MLA-SCREWDRIVERS_SETS,5,3599.0,500,1,"['loyalty_discount_eligible', 'brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],22998674,SOLUTIONSCASEROS,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,1343,27296,0.01,0.02,0.97,28639,60 days,2651,60 days,0.0021,6,60 days,0.0186,47,60 days,0.0074,21,6,889.85,48.35,6470,13
MLA746826881,Calibre Metalico 0-150mm Caja Plastica,690586-MLA42573662917_072020,gold_special,https://articulo.mercadolibre.com.ar/MLA-746826881-calibre-metalico-0-150mm-caja-plastica-_JM,MLA30788,MLA-CALIPERS,6,3690.0,500,1,"['loyalty_discount_eligible', 'brand_verified', 'dragged_bids_and_visits', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_out']",187838612,ISARD SRL,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,460,11427,0.01,0.0,0.99,11887,60 days,1358,60 days,0.0,2,60 days,0.0007,1,60 days,0.0,0,6,912.35,48.35,5670,7
MLA1167216706,Taladro Inalámbrico Silverfox Sti1401 14.4v Con Maletín De Transporte 100v/240v 50hz/60hz,789219-MLA46386617564_062021,gold_special,https://www.mercadolibre.com.ar/taladro-inalambrico-silverfox-sti1401-144v-con-maletin-de-transporte-100v240v-50hz60hz/p/MLA17936161,MLA5232,MLA-ELECTRIC_DRILLS,7,14399.0,200,250,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible']",cross_docking,me2,False,True,"['self_service_out', 'mandatory_free_shipping']",256324891,PI-VENTURES,False,"['brand', 'large_seller', 'credits_profile', 'messages_as_seller']",,5_green,platinum,6296,107521,0.06,0.07,0.87,113817,60 days,26994,60 days,0.0123,352,60 days,0.0312,617,60 days,0.0085,242,6,3560.15,48.35,7138,5
MLA1184443493,Kit Herramientas Juego Precision Destorn 115 En 1 Celulares,620211-MLA51816933911_102022,gold_special,https://articulo.mercadolibre.com.ar/MLA-1184443493-kit-herramientas-juego-precision-destorn-115-en-1-celulares-_JM,MLA372028,MLA-COMBINED_TOOL_SETS,8,4799.0,150,1,"['good_quality_thumbnail', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],76678225,IAMACA SRL,False,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,1847,33372,0.03,0.02,0.95,35219,60 days,6557,60 days,0.0103,72,60 days,0.0023,15,60 days,0.0024,17,6,1186.55,48.35,7159,18
MLA869026327,Set 10 Hojas De Sierra Caladora Madera Metal Makita B-44410,754281-MLA42751060458_072020,gold_special,https://articulo.mercadolibre.com.ar/MLA-869026327-set-10-hojas-de-sierra-caladora-madera-metal-makita-b-44410-_JM,MLA414154,MLA-HACKSAW_BLADES,9,6989.0,50,1,"['loyalty_discount_eligible', 'brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],295567025,TIENDANEXT,False,"['normal', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",,5_green,platinum,1527,35937,0.02,0.02,0.96,37464,60 days,7432,60 days,0.004,31,60 days,0.0036,23,60 days,0.0027,21,6,1728.03,48.35,6352,5
MLA1113934313,Amoladora Angular Skil 9002 De 50 hz/60 hz Negra 600 w 220 v,698146-MLA53680934289_022023,gold_special,https://www.mercadolibre.com.ar/amoladora-angular-skil-9002-de-50hz60hz-negra-600w-220v/p/MLA6066998,MLA5229,MLA-POWER_GRINDERS,10,9339.0,500,1,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",260997155,LUXONO,False,"['normal', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,3120,65003,0.0,0.01,0.99,68123,60 days,12133,60 days,0.008,103,60 days,0.006,72,60 days,0.0052,67,6,2309.07,48.35,6847,5
MLA1313960605,Máquina Para Pintar Omaha Pp-101 650w 220v,727809-MLA53146831003_012023,gold_special,https://www.mercadolibre.com.ar/maquina-para-pintar-omaha-pp-101-650w-220v/p/MLA20962407,MLA433705,MLA-PAINT_MACHINES,11,10299.0,25,1,"['extended_warranty_eligible', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",295567025,TIENDANEXT,False,"['normal', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",,5_green,platinum,1527,35937,0.02,0.02,0.96,37464,60 days,7432,60 days,0.004,31,60 days,0.0036,23,60 days,0.0027,21,6,2546.43,48.35,7264,5
MLA755087770,Llave Francesa 12'' Ajustable Fosfatizada Baum Profesional,604131-MLA53198799527_012023,gold_special,https://articulo.mercadolibre.com.ar/MLA-755087770-llave-francesa-12-ajustable-fosfatizada-baum-profesional-_JM,MLA30831,MLA-WRENCHES,12,5220.0,250,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,False,['self_service_in'],299618944,MARTC TOOLS,False,"['normal', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",,5_green,platinum,728,15744,0.03,0.01,0.96,16472,60 days,2081,60 days,0.0036,8,60 days,0.0615,124,60 days,0.0077,17,6,1290.64,48.35,5719,5
MLA929698613,Set Juego De Tubos Llaves Criquet Y Puntas 46 Piezas,874589-MLA47205488527_082021,gold_special,https://articulo.mercadolibre.com.ar/MLA-929698613-set-juego-de-tubos-llaves-criquet-y-puntas-46-piezas-_JM,MLA372028,MLA-COMBINED_TOOL_SETS,13,5699.0,500,500,"['poor_quality_picture', 'poor_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'MLA-chg-threshold-Feb-23', 'self_service_out']",13647702,LIBERCAM,False,"['brand', 'large_seller', 'eshop', 'mshops', 'credits_profile', 'credits_priority_4', 'messages_as_seller']",,5_green,platinum,51193,844185,0.05,0.02,0.93,895378,60 days,125253,60 days,0.0077,1032,60 days,0.0001,23,60 days,0.0,2,6,1409.08,48.35,6747,11
MLA1148299387,Taladro Percutor Inalámbrico De 10mm Lüsqtoff Atl18-8b 18v 220v,923962-MLA44666427411_012021,gold_special,https://www.mercadolibre.com.ar/taladro-percutor-inalambrico-de-10mm-lusqtoff-atl18-8b-18v-220v/p/MLA16033177,MLA5232,MLA-ELECTRIC_DRILLS,14,33924.0,5,1,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",163421387,HT HERRAJES,False,"['normal', 'credits_priority_4', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",,5_green,platinum,446,10497,0.02,0.0,0.98,10943,60 days,2115,60 days,0.0036,8,60 days,0.0078,16,60 days,0.0081,18,6,8387.71,48.35,7088,8
MLA929771797,Hidrolavadora Eléctrica Daewoo Eco Dax1130 Naranja Y Negra De 1200w Con 105bar De Presión Máxima 110v/240v - 50hz/60hz,723607-MLA45511272039_042021,gold_special,https://www.mercadolibre.com.ar/hidrolavadora-electrica-daewoo-eco-dax1130-naranja-y-negra-de-1200w-con-105bar-de-presion-maxima-110v240v-50hz60hz/p/MLA6068269,MLA30840,MLA-ELECTRIC_PRESSURE_WASHERS,15,19779.14,150,50,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",238469793,DISTRIBUIDORA FITZGERALD,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,684,10452,0.04,0.04,0.92,11136,60 days,2769,60 days,0.0147,44,60 days,0.04,86,60 days,0.0043,13,6,4890.39,48.35,6714,6
MLA862694998,Termofusora Tawak 800 W + 6 Boq + Tijera + Maletin Agua Gas,869961-MLA42234545053_062020,gold_special,https://articulo.mercadolibre.com.ar/MLA-862694998-termofusora-tawak-800-w-6-boq-tijera-maletin-agua-gas-_JM,MLA322824,MLA-POLYFUSION_DEVICES,16,8999.0,5000,150,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",381905650,SF ONLINESRL,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,2007,53636,0.02,0.02,0.96,55643,60 days,7102,60 days,0.004,30,60 days,0.0025,18,60 days,0.001,8,6,2225.0,48.35,6416,3
MLA758413800,Kit Set Juego Herramientas Konan Neumaticas Profesional 71pz,966410-MLA28753185823_112018,gold_special,https://articulo.mercadolibre.com.ar/MLA-758413800-kit-set-juego-herramientas-konan-neumaticas-profesional-71pz-_JM,MLA372032,MLA-TOOL_AND_CONSTRUCTION_SUPPLIES,17,52084.0,200,1,"['good_quality_thumbnail', 'brand_verified', 'good_quality_picture', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",308123574,COLLINSHERRAMIENTAS,False,"['normal', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",,5_green,platinum,1915,29752,0.05,0.02,0.93,31667,60 days,6969,60 days,0.0076,57,60 days,0.0167,109,60 days,0.004,30,6,12877.77,48.35,5740,4
MLA931186962,Taladro Percutor Eléctrico De 1.2  Makita Hp1640 680w + Accesorios 220v,624571-MLA40764897273_022020,gold_special,https://www.mercadolibre.com.ar/taladro-percutor-electrico-de-12-makita-hp1640-680w-accesorios-220v/p/MLA15398031,MLA5232,MLA-ELECTRIC_DRILLS,18,19808.85,25,1,"['extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",56787846,FERRETERIAMEGAMAQ,False,"['normal', 'credits_profile', 'eshop', 'mshops', 'messages_as_seller']",,5_green,platinum,1660,26401,0.04,0.02,0.94,28061,60 days,4161,60 days,0.0072,32,60 days,0.0157,62,60 days,0.0084,37,6,4897.74,48.35,6726,14
MLA927649594,Herramientas Para Talabarteria Cuero Kit Artesania Manual,708674-MLA44484630275_012021,gold_special,https://articulo.mercadolibre.com.ar/MLA-927649594-herramientas-para-talabarteria-cuero-kit-artesania-manual-_JM,MLA372028,MLA-COMBINED_TOOL_SETS,19,19980.0,500,150,"['dragged_bids_and_visits', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",192452028,DECO ESTRELLA,False,"['normal', 'credits_priority_4', 'eshop', 'credits_profile', 'mshops', 'messages_as_seller']",,5_green,platinum,6434,172772,0.01,0.01,0.98,179206,60 days,29156,60 days,0.0027,82,60 days,0.0101,291,60 days,0.0011,34,6,4940.06,48.35,6698,7
MLA1108737838,Hidrolavadora Eléctrica Logus Hl-110 Azul Y Negra De 1400w Con 110bar De Presión Máxima 220v - 50hz,901406-MLA43036708217_082020,gold_pro,https://www.mercadolibre.com.ar/hidrolavadora-electrica-logus-hl-110-azul-y-negra-de-1400w-con-110bar-de-presion-maxima-220v-50hz/p/MLA15979658,MLA30840,MLA-ELECTRIC_PRESSURE_WASHERS,20,29321.0,250,1,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,True,"['fulfillment', 'self_service_in', 'mandatory_free_shipping']",14500081,ELGAUCHOMULTIREP,False,"['brand', 'large_seller', 'mshops', 'credits_profile', 'credits_priority_4', 'messages_as_seller']",,5_green,platinum,1289,27559,0.01,0.02,0.97,28848,60 days,2491,60 days,0.008,21,60 days,0.0004,1,60 days,0.0,0,6,4886.83,0.0,7095,11
MLA641948825,Aerografo Para Pintar Con Accesorios Isard Tools,710817-MLA31012413671_062019,gold_special,https://articulo.mercadolibre.com.ar/MLA-641948825-aerografo-para-pintar-con-accesorios-isard-tools-_JM,MLA30754,MLA-AIRBRUSHES,21,2830.0,500,1,"['brand_verified', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",fulfillment,me2,False,False,"['fulfillment', 'self_service_out']",187838612,ISARD SRL,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,460,11427,0.01,0.0,0.99,11887,60 days,1358,60 days,0.0,2,60 days,0.0007,1,60 days,0.0,0,6,699.72,48.35,5003,7
MLA930965981,Taladro Atornillador Inalámbrico De 10mm Logus Til-12v-box 12v + Accesorios Con Maletín De Transporte 220v,993444-MLA46540964268_062021,gold_special,https://www.mercadolibre.com.ar/taladro-atornillador-inalambrico-de-10mm-logus-til-12v-box-12v-accesorios-con-maletin-de-transporte-220v/p/MLA16590887,MLA5232,MLA-ELECTRIC_DRILLS,22,14888.0,500,1,"['brand_verified', 'extended_warranty_eligible', 'good_quality_picture', 'good_quality_thumbnail', 'loyalty_discount_eligible', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",14500081,ELGAUCHOMULTIREP,False,"['brand', 'large_seller', 'mshops', 'credits_profile', 'credits_priority_4', 'messages_as_seller']",,5_green,platinum,1289,27559,0.01,0.02,0.97,28848,60 days,2491,60 days,0.008,21,60 days,0.0004,1,60 days,0.0,0,6,3681.06,48.35,6892,11
MLA1126053392,Juego De Herramientas 78 Piezas Philco Llaves Tubos Pinzas,629963-MLA49277833572_032022,gold_pro,https://articulo.mercadolibre.com.ar/MLA-1126053392-juego-de-herramientas-78-piezas-philco-llaves-tubos-pinzas-_JM,MLA372028,MLA-COMBINED_TOOL_SETS,23,36113.0,250,500,"['good_quality_picture', 'good_quality_thumbnail', 'immediate_payment', 'cart_eligible', 'shipping_guaranteed']",cross_docking,me2,False,True,"['self_service_in', 'mandatory_free_shipping']",184198511,TIENDASUR.,False,"['normal', 'eshop', 'mshops', 'credits_profile', 'messages_as_seller']",,5_green,platinum,6427,128463,0.02,0.02,0.96,134890,60 days,23990,60 days,0.0054,138,60 days,0.0936,2020,60 days,0.0022,58,6,6018.83,0.0,6945,5
